name,type,prop_lat,prop_long,Beds,Baths,Parking,weekly_cost,suburb
408d/615 victoria street abbotsford vic 3067,Apartment / Unit / Flat,-37.8111704,145.0080731,2,2,1,550.0,abbotsford
7/1a hamilton street alphington vic 3078,Townhouse,-37.7805149,145.0241453,2,2,1,550.0,alphington
2/49 bent street altona vic 3018,Townhouse,-37.8651209,144.8320038,3,2,2,550.0,altona
4 amaranth avenue altona north vic 3025,House,-37.8311951,144.8544938,3,2,2,550.0,altona north
66a fourth avenue altona north vic 3025,House,-37.8349692,144.8519396,4,2,1,550.0,altona north
5 wray street anglesea vic 3230,House,-38.4022633,144.1890449,3,1,2,550.0,anglesea
7 osment street armadale vic 3143,House,-37.8529656,145.0154726,3,1,0,550.0,armadale
6 currumbin street armstrong creek vic 3217,House,-38.2276678,144.3680329,4,2,2,550.0,armstrong creek
16 perry lane ascot vic 3551,House,-36.7173677,144.3163394,5,2,2,550.0,ascot
132 roseberry street ascot vale vic 3032,House,-37.77468289999999,144.9084666,2,1,1,550.0,ascot vale
12 carool road ashburton vic 3147,House,-37.862355,145.08273,2,1,1,550.0,ashburton
5/3070 frankston flinders road balnarring vic 3926,Apartment / Unit / Flat,-38.37248599999999,145.122687,3,1,1,550.0,balnarring
2/232-234 belmore road balwyn vic 3103,Apartment / Unit / Flat,-37.804874,145.0907461,3,1,2,545.0,balwyn
34 singleton road balwyn north vic 3104,House,-37.7819238,145.0912731,3,2,2,550.0,balwyn north
23 maylands avenue balwyn north vic 3104,House,-37.7981386,145.0673627,2,1,1,550.0,balwyn north
24 lexcen street baranduda vic 3691,House,-36.1785266,146.9405772,4,2,2,550.0,baranduda
3/11 poplar crescent bellfield vic 3081,Townhouse,-37.7514154,145.0351053,3,1,2,550.0,bellfield
32a cambra road belmont vic 3216,Townhouse,-38.1827839,144.3414418,3,3,2,550.0,belmont
35 waurnvale drive belmont vic 3216,House,-38.1938717,144.3249621,3,2,3,550.0,belmont
88 mt pleasant rd belmont vic 3216,House,-38.1698877,144.3393283,3,1,1,550.0,belmont
126-128 faithful street benalla vic 3672,House,-36.5421505,145.9661596,6,2,2,550.0,benalla
36 honeysuckle street bendigo vic 3550,House,-36.7624133,144.2667958,3,1,2,550.0,bendigo
101 queen street bendigo vic 3550,House,-36.7636911,144.2774131,2,2,2,550.0,bendigo
11. plym street bentleigh vic 3204,House,-37.9316408,145.0361387,4,2,2,550.0,bentleigh
109/15 vickery street bentleigh vic 3204,Apartment / Unit / Flat,-37.9165984,145.0387654,2,2,1,550.0,bentleigh
277-279 centre road bentleigh vic 3204,Apartment / Unit / Flat,-37.9175944,145.0329946,2,2,2,550.0,bentleigh
63 purtell street bentleigh east vic 3165,Apartment / Unit / Flat,-37.9259981,145.0560131,2,1,1,550.0,bentleigh east
68 marlborough road berwick vic 3806,House,-38.0731606,145.3616736,4,2,2,550.0,berwick
3 penrith court berwick vic 3806,House,-38.0313546,145.3361894,4,2,1,550.0,berwick
13 carluke close berwick vic 3806,House,-38.0506594,145.3407699,4,3,2,550.0,berwick
4/17-19 hazeldene court berwick vic 3806,Townhouse,-38.0250433,145.3481597,4,2,2,545.0,berwick
98 golf links road berwick vic 3806,House,-38.0434591,145.3279581,4,2,2,550.0,berwick
1/7 first street black rock vic 3193,Apartment / Unit / Flat,-37.976803,145.018916,2,1,2,545.0,black rock
1/17 esdale street blackburn vic 3130,Apartment / Unit / Flat,-37.8124532,145.1631288,3,1,1,550.0,blackburn
6/28 aubrey grove boronia vic 3155,Townhouse,-37.8721848,145.2831211,3,2,1,550.0,boronia
2320/850 whitehorse road box hill vic 3128,Apartment / Unit / Flat,-37.8176198,145.118358,1,1,0,550.0,box hill
1/91 medway street box hill north vic 3129,House,-37.8113892,145.1220942,3,2,2,550.0,box hill north
unit 3/4 howden crescent braybrook vic 3019,Townhouse,-37.7809891,144.8551852,4,3,2,550.0,braybrook
2/21 dawson avenue brighton vic 3186,Apartment / Unit / Flat,-37.8925723,144.9875598,2,1,1,550.0,brighton
10/297 st kilda street brighton vic 3186,Apartment / Unit / Flat,-37.905539,144.9875295,2,1,2,550.0,brighton
1/344 new street brighton vic 3186,Apartment / Unit / Flat,-37.9023769,144.9941014,2,1,1,545.0,brighton
2/1a teague avenue brunswick vic 3056,Townhouse,-37.7717826,144.9449015,2,1,1,550.0,brunswick
20 thistle street brunswick vic 3056,House,-37.7579661,144.9515258,2,1,1,550.0,brunswick
43 lydia street brunswick vic 3056,House,-37.7712509,144.966669,3,1,0,550.0,brunswick
226 albert street brunswick vic 3056,House,-37.76952910000001,144.9665722,2,1,0,550.0,brunswick
6 newman street brunswick vic 3056,House,-37.7614281,144.954408,2,1,0,520.0,brunswick
6101/172 edward street brunswick east vic 3057,Apartment / Unit / Flat,-37.7754892,144.9717224,2,2,1,550.0,brunswick east
118/48 victoria street brunswick east vic 3057,Apartment / Unit / Flat,-37.76907720000001,144.9805116,2,1,1,550.0,brunswick east
6110/172 edward street brunswick east vic 3057,Apartment / Unit / Flat,-37.7754892,144.9717224,2,2,1,550.0,brunswick east
102/9 village avenue brunswick east vic 3057,Apartment / Unit / Flat,-37.7722126,144.9791719,2,2,1,550.0,brunswick east
25 melville road brunswick west vic 3055,House,-37.76618149999999,144.943138,3,1,1,550.0,brunswick west
57 everett street brunswick west vic 3055,House,-37.7540363,144.9414606,3,1,2,550.0,brunswick west
nickson street bundoora vic 3083,Townhouse,-37.696561,145.0545548,4,3,2,550.0,bundoora
20 stellar place bundoora vic 3083,House,-37.71416290000001,145.0485215,4,2,2,550.0,bundoora
16 summerhill rise bundoora vic 3083,House,-37.7088831,145.0524599,3,2,3,550.0,bundoora
4/97-99 middleborough road burwood vic 3125,Townhouse,-37.8474307,145.1329861,4,2,2,550.0,burwood
103 parer street burwood vic 3125,House,-37.8426327,145.1045451,4,2,2,550.0,burwood
2/355 burwood hwy burwood vic 3125,Apartment / Unit / Flat,-37.8511399,145.1272519,2,1,2,550.0,burwood
18 milford avenue burwood vic 3125,House,-37.8486799,145.1181209,6,2,3,550.0,burwood
2/87 middleborough road burwood vic 3125,House,-37.848527,145.132788,2,2,1,550.0,burwood
335 old callignee road callignee vic 3844,House,-38.3304061,146.5824529,4,2,3,550.0,callignee
3/728 burke road camberwell vic 3124,Apartment / Unit / Flat,-37.8259198,145.05795,3,1,0,550.0,camberwell
1/36 prospect hill road camberwell vic 3124,Apartment / Unit / Flat,-37.8300683,145.0735984,3,1,1,550.0,camberwell
g02/1309 toorak road camberwell vic 3124,Apartment / Unit / Flat,-37.84934399999999,145.089291,2,1,1,550.0,camberwell
17 stanley grove canterbury vic 3126,House,-37.8202482,145.0656873,3,1,2,550.0,canterbury
19 grenville grove capel sound vic 3940,House,-38.368294,144.8680724,3,1,4,550.0,capel sound
2/20 irving ct capel sound vic 3940,House,-38.3690816,144.8769254,3,2,2,550.0,capel sound
7 gleno court cardigan vic 3352,House,-37.53262,143.7689805,4,2,4,550.0,cardigan
510/551 swanston street carlton vic 3053,Apartment / Unit / Flat,-37.8056839,144.9627442,2,2,0,550.0,carlton
304n/515-545 rathdowne street carlton vic 3053,Apartment / Unit / Flat,-37.7929934,144.9710148,2,2,1,550.0,carlton
20/100 queensberry street carlton vic 3053,Apartment / Unit / Flat,-37.804528,144.9657009,2,1,1,550.0,carlton
4/108 keppel street carlton vic 3053,Townhouse,-37.7944792,144.9655899,2,1,0,550.0,carlton
"level 8, 805/145 queensberry street carlton vic 3053",Apartment / Unit / Flat,-37.80491809999999,144.9639338,1,1,0,550.0,carlton
46 princes st carlton north vic 3054,House,-37.7926524,144.9740802,2,1,0,550.0,carlton north
315/1060 dandenong road carnegie vic 3163,Apartment / Unit / Flat,-37.8840893,145.0557977,2,2,1,550.0,carnegie
211/316 neerim road carnegie vic 3163,Apartment / Unit / Flat,-37.88911119999999,145.059415,2,2,1,550.0,carnegie
10 ridgegreen view caroline springs vic 3023,House,-37.7289599,144.7280533,4,3,2,550.0,caroline springs
8a westley street carrum vic 3197,Apartment / Unit / Flat,-38.0707826,145.1303087,3,2,2,550.0,carrum
1/20 rigby street carrum vic 3197,Townhouse,-38.0752164,145.1323024,3,2,2,550.0,carrum
53 clifton park drive carrum downs vic 3201,House,-38.0915714,145.1721224,3,2,2,550.0,carrum downs
214/58 kambrook street caulfield vic 3162,Apartment / Unit / Flat,-37.8832081,145.0342784,2,1,1,550.0,caulfield
8/317 hawthorn road caulfield vic 3162,Apartment / Unit / Flat,-37.8836752,145.0230372,3,1,2,550.0,caulfield
39 derby crescent caulfield east vic 3145,House,-37.8847059,145.0444457,2,2,1,550.0,caulfield east
2/372 orrong road caulfield north vic 3161,Apartment / Unit / Flat,-37.8623421,145.0105221,2,1,1,550.0,caulfield north
5/237 balaclava road caulfield north vic 3161,Apartment / Unit / Flat,-37.8730737,145.0265792,3,2,1,550.0,caulfield north
9/20 kooyong road caulfield north vic 3161,Apartment / Unit / Flat,-37.8641636,145.0194978,2,1,2,550.0,caulfield north
15 steele street caulfield south vic 3162,House,-37.8971582,145.024987,3,1,1,550.0,caulfield south
1/25 eumeralla road caulfield south vic 3162,Apartment / Unit / Flat,-37.8985676,145.0329093,2,2,1,550.0,caulfield south
3/13 kalymna grove chadstone vic 3148,Townhouse,-37.8876262,145.1032954,3,1,1,550.0,chadstone
2/23 jean street cheltenham vic 3192,Townhouse,-37.9608363,145.0508664,2,2,1,550.0,cheltenham
11 hermitage street cheltenham vic 3192,House,-37.9619821,145.0798556,3,1,2,550.0,cheltenham
1/307-309 bay road cheltenham vic 3192,Townhouse,-37.9554599,145.036675,2,1,2,550.0,cheltenham
19 farm road cheltenham vic 3192,House,-37.962710799999996,145.0781323,4,2,2,550.0,cheltenham
2/119 victoria road chirnside park vic 3116,House,-37.7485766,145.3362327,3,2,2,550.0,chirnside park
31214/2 connam avenue clayton vic 3168,Apartment / Unit / Flat,-37.9199809,145.1418058,2,2,0,550.0,clayton
2309/864 blackburn road clayton vic 3168,Apartment / Unit / Flat,-37.9200124,145.1397456,2,2,1,550.0,clayton
l10/864 blackburn road clayton vic 3168,Apartment / Unit / Flat,-37.9200124,145.1397456,2,2,0,550.0,clayton
2/27 bettina street clayton vic 3168,House,-37.9187881,145.1388906,3,2,1,550.0,clayton
5/1 main road clayton south vic 3169,Townhouse,-37.9316077,145.1283797,2,2,1,550.0,clayton south
5 clifton street clifton hill vic 3068,House,-37.78725050000001,145.0047648,2,1,0,550.0,clifton hill
57 abbeyard drive clyde vic 3978,House,-38.1320546,145.3218446,4,2,2,550.0,clyde
13 cultivation circuit clyde vic 3978,House,-38.123838,145.3304006,4,2,2,550.0,clyde
65 springleaf avenue clyde north vic 3978,House,-38.0815058,145.3499344,4,2,2,525.0,clyde north
15 gaffney street coburg vic 3058,House,-37.7343123,144.9664754,3,1,1,550.0,coburg
176 munro street coburg vic 3058,House,-37.74315989999999,144.9508376,3,1,1,550.0,coburg
4 carr street coburg north vic 3058,House,-37.7304928,144.9702401,3,1,0,550.0,coburg north
26 de chene parade coburg north vic 3058,House,-37.7322834,144.9695947,3,1,2,550.0,coburg north
2/61 little oxford street collingwood vic 3066,Apartment / Unit / Flat,-37.8046212,144.9838804,2,1,1,550.0,collingwood
8 clifton crescent cowes vic 3922,House,-38.4618362,145.2150318,4,2,0,545.0,cowes
8 atlantis street cowes vic 3922,House,-38.4621224,145.2146613,4,2,2,550.0,cowes
33 mosman way craigieburn vic 3064,House,-37.6076411,144.9138303,4,2,2,550.0,craigieburn
18 formby place cranbourne vic 3977,House,-38.120047,145.2529189,4,2,2,550.0,cranbourne
33 dearing avenue cranbourne vic 3977,House,-38.1057616,145.2788675,2,1,1,550.0,cranbourne
69 rossiter retreat cranbourne north vic 3977,House,-38.0761585,145.3345907,4,2,2,550.0,cranbourne north
6 bronson circuit cranbourne north vic 3977,House,-38.0747631,145.2959262,4,2,2,545.0,cranbourne north
34 diplomat crescent cranbourne south vic 3977,House,-38.1238748,145.242637,4,2,2,550.0,cranbourne south
49-53 oceania drive curlewis vic 3222,House,-38.1678232,144.5482368,4,2,2,550.0,curlewis
28 ray street dandenong vic 3175,House,-37.9737051,145.1971191,4,2,2,550.0,dandenong
28 willum way dandenong vic 3175,House,-37.9979877,145.1982839,5,2,2,550.0,dandenong
s405/8 waterview walk docklands vic 3008,Apartment / Unit / Flat,-37.8196989,144.9481318,2,1,1,550.0,docklands
910/673 la trobe street docklands vic 3008,Apartment / Unit / Flat,-37.8138724,144.9490524,2,2,1,550.0,docklands
2009n/889 collins street docklands vic 3008,House,-37.8211627,144.9419443,1,1,0,550.0,docklands
304/1 encounter way docklands vic 3008,Apartment / Unit / Flat,-37.820178,144.9456649,2,1,1,550.0,docklands
1806/673 latrobe street docklands vic 3008,Apartment / Unit / Flat,-37.8138724,144.9490524,2,2,0,550.0,docklands
216/9 the arcade docklands vic 3008,Apartment / Unit / Flat,-37.8125588,144.9378315,2,1,1,550.0,docklands
floor15/677 la trobe street docklands vic 3008,Apartment / Unit / Flat,-37.8134024,144.9503449,2,1,1,550.0,docklands
36 church road doncaster vic 3108,House,-37.7938143,145.1369367,4,1,2,550.0,doncaster
29 woodhouse road doncaster east vic 3109,House,-37.785576,145.1686722,3,1,1,550.0,doncaster east
17 daly street doncaster east vic 3109,House,-37.7920559,145.1448911,4,2,2,550.0,doncaster east
19 aranga crescent donvale vic 3111,House,-37.8008408,145.172144,3,1,2,550.0,donvale
11 laurimar boulevard doreen vic 3754,House,-37.5850775,145.1243277,4,2,2,550.0,doreen
30 eliot avenue doreen vic 3754,House,-37.579656,145.1298884,4,2,2,550.0,doreen
2/53 tristana street doveton vic 3177,House,-37.9908884,145.2423862,4,1,3,550.0,doveton
2 clarendon street dromana vic 3936,House,-38.3393628,144.9552253,3,2,2,550.0,dromana
5 palladium boulevard drouin vic 3818,House,-38.1121926,145.8389757,4,2,2,550.0,drouin
106 longwarry road drouin vic 3818,House,-38.1253928,145.8370304,3,2,3,550.0,drouin
15/1 wellington crescent east melbourne vic 3002,Apartment / Unit / Flat,-37.8173777,144.9781787,2,1,1,550.0,east melbourne
1/5 murray street echuca vic 3564,Townhouse,-36.1315028,144.7455607,2,2,3,596.0,echuca
23 cleary street echuca vic 3564,House,-36.1403062,144.7213808,3,2,2,596.0,echuca
30 maker parade echuca vic 3564,House,-36.1427812,144.7264687,4,2,2,550.0,echuca
41 magnolia drive echuca vic 3564,House,-36.1373504,144.721378,4,2,6,596.0,echuca
14/31 sandham street elsternwick vic 3185,Apartment / Unit / Flat,-37.8820461,145.0057015,2,1,1,550.0,elsternwick
5/1333 main road eltham vic 3095,Townhouse,-37.70200579999999,145.1645342,3,2,2,550.0,eltham
117 franklin street eltham vic 3095,House,-37.7221144,145.1514232,3,1,2,550.0,eltham
2/5 beach avenue elwood vic 3184,Apartment / Unit / Flat,-37.8843422,144.987108,2,2,1,550.0,elwood
103/51 ormond esplanade elwood vic 3184,Apartment / Unit / Flat,-37.8860937,144.9830843,1,1,1,550.0,elwood
9/43 milton street elwood vic 3184,Apartment / Unit / Flat,-37.8758698,144.9854081,2,1,1,550.0,elwood
2/23 scott street elwood vic 3184,Apartment / Unit / Flat,-37.8802239,144.9918419,2,2,1,550.0,elwood
2/360 barkly street elwood vic 3184,Apartment / Unit / Flat,-37.8791701,144.9791038,2,1,1,550.0,elwood
4/1 coleridge street elwood vic 3184,Apartment / Unit / Flat,-37.8811076,144.9941229,2,1,1,545.0,elwood
20 barrier reef circuit endeavour hills vic 3802,House,-37.990908,145.2580562,4,2,2,550.0,endeavour hills
31 hayston boulevard epping vic 3076,House,-37.6286074,145.0325002,4,2,2,550.0,epping
12 macfie avenue epping vic 3076,House,-37.6346947,145.0091661,4,2,2,550.0,epping
20 robb street essendon vic 3040,House,-37.7578158,144.9101316,3,1,0,550.0,essendon
2/33 fletcher street essendon vic 3040,Townhouse,-37.7556825,144.9211617,2,2,1,550.0,essendon
208 pascoe vale rd essendon vic 3040,House,-37.755129,144.9261929,3,1,3,550.0,essendon
16 raleigh street essendon vic 3040,House,-37.7533248,144.9244298,3,1,1,545.0,essendon
106 hoffmans road essendon vic 3040,House,-37.7441393,144.8916253,3,1,2,550.0,essendon
64 rathmines street fairfield vic 3078,House,-37.7786225,145.0154618,2,1,1,550.0,fairfield
3a boston street fawkner vic 3060,Townhouse,-37.7007817,144.9637219,4,2,1,550.0,fawkner
26 glynda street fawkner vic 3060,House,-37.6987007,144.9657225,4,2,5,550.0,fawkner
14/40 moor street fitzroy vic 3065,Apartment / Unit / Flat,-37.801535,144.9758107,2,1,2,545.0,fitzroy
63 princes street flemington vic 3031,House,-37.786234,144.93356,2,1,0,550.0,flemington
126 princes street flemington vic 3031,House,-37.7841846,144.9355252,2,1,0,550.0,flemington
44 ryan street footscray vic 3011,House,-37.7985277,144.9025873,3,1,1,550.0,footscray
6 leeds street footscray vic 3011,House,-37.7975694,144.9009998,2,1,2,550.0,footscray
23 white st footscray vic 3011,House,-37.7948929,144.8935167,3,2,0,550.0,footscray
3 fisher street footscray vic 3011,Townhouse,-37.7945512,144.8835781,3,2,1,550.0,footscray
7/12 eleanor street footscray vic 3011,Townhouse,-37.79086720000001,144.8853206,3,2,2,550.0,footscray
210/1 moreland street footscray vic 3011,Apartment / Unit / Flat,-37.8010099,144.9083269,2,2,1,550.0,footscray
1102/6 joseph road footscray vic 3011,Apartment / Unit / Flat,-37.7992633,144.9096812,2,2,1,550.0,footscray
710/1 moreland street footscray vic 3011,Apartment / Unit / Flat,-37.8010099,144.9083269,2,2,1,550.0,footscray
20 swan street footscray vic 3011,House,-37.795076,144.886768,4,1,1,550.0,footscray
22 victor crescent forest hill vic 3131,House,-37.843291,145.1666668,4,2,1,550.0,forest hill
58 stanley street frankston vic 3199,House,-38.138677,145.133275,3,1,1,550.0,frankston
89 clarkes road fyansford vic 3218,House,-38.1364241,144.3005805,4,2,2,550.0,fyansford
18 bourke crescent geelong vic 3220,House,-38.1548142,144.3667657,3,2,2,550.0,geelong
4202/2-4 yarra street geelong vic 3220,House,-38.1454467,144.3641425,2,2,1,550.0,geelong
45 clarence street geelong west vic 3218,House,-38.1395417,144.3443026,3,1,2,550.0,geelong west
50 bowlers avenue geelong west vic 3218,Apartment / Unit / Flat,-38.1436944,144.3455614,2,2,1,550.0,geelong west
12 bunyip street gisborne vic 3437,House,-37.5048675,144.6119503,3,2,2,550.0,gisborne
4/3 park avenue glen huntly vic 3163,Apartment / Unit / Flat,-37.8952151,145.0426459,3,1,1,550.0,glen huntly
304/1240 glenhuntly road glen huntly vic 3163,Apartment / Unit / Flat,-37.8902557,145.0461074,2,2,2,550.0,glen huntly
44 maitland street glen iris vic 3146,House,-37.8552027,145.0430718,4,1,1,550.0,glen iris
5/48 maitland street glen iris vic 3146,Apartment / Unit / Flat,-37.8549326,145.0432441,2,1,0,550.0,glen iris
11/249 burke road glen iris vic 3146,Apartment / Unit / Flat,-37.8557221,145.0514478,2,2,1,550.0,glen iris
402/35-43 high street glen iris vic 3146,Apartment / Unit / Flat,-37.8616196,145.0655337,2,2,1,550.0,glen iris
10 winston street glen waverley vic 3150,House,-37.870788,145.1751415,4,2,2,550.0,glen waverley
52-54 osullivan road glen waverley vic 3150,Apartment / Unit / Flat,-37.8789745,145.165044,2,2,1,550.0,glen waverley
4/13 campbell st glen waverley vic 3150,Townhouse,-37.8685291,145.169841,3,2,2,550.0,glen waverley
4/24 tulloch grove glen waverley vic 3150,Townhouse,-37.8994592,145.1514016,3,2,2,550.0,glen waverley
1/5 tobias avenue glen waverley vic 3150,Apartment / Unit / Flat,-37.886429,145.168629,3,2,1,550.0,glen waverley
3/24 tulloch grove glen waverley vic 3150,House,-37.8994592,145.1514016,3,2,2,550.0,glen waverley
1/45 may street glenroy vic 3046,Apartment / Unit / Flat,-37.6987141,144.9464285,4,3,2,550.0,glenroy
46 william street glenroy vic 3046,House,-37.7076792,144.9084989,4,1,3,550.0,glenroy
6 torino avenue greenvale vic 3059,House,-37.6243657,144.8890462,3,2,2,550.0,greenvale
35 jockia ridge grovedale vic 3216,House,-38.2136344,144.3141041,4,2,2,550.0,grovedale
2/92 west street hadfield vic 3046,Townhouse,-37.7099025,144.9381057,4,2,2,550.0,hadfield
1/31-33 davies street hadfield vic 3046,Townhouse,-37.7122901,144.9465361,3,2,2,550.0,hadfield
8 rohan court hampton park vic 3976,House,-38.0299434,145.2703178,4,2,2,550.0,hampton park
6 seaspray court hastings vic 3915,House,-38.2964855,145.1696857,4,2,2,550.0,hastings
g06/143-147 riversdale road hawthorn vic 3122,Apartment / Unit / Flat,-37.8289813,145.0387223,2,1,1,525.0,hawthorn
5/370 auburn rd hawthorn vic 3122,Apartment / Unit / Flat,-37.833202,145.042357,2,1,1,550.0,hawthorn
320/311 burwood road hawthorn vic 3122,Apartment / Unit / Flat,-37.8220286,145.0334475,2,2,1,550.0,hawthorn
203/567-569 glenferrie road hawthorn vic 3122,Apartment / Unit / Flat,-37.82671970000001,145.0341867,2,1,1,550.0,hawthorn
803/8 montrose street hawthorn east vic 3123,Apartment / Unit / Flat,-37.8232054,145.0461937,2,2,1,550.0,hawthorn east
105/1045 burke road hawthorn east vic 3123,House,-37.821153,145.0582527,2,2,1,545.0,hawthorn east
g02/2a campbell grove hawthorn east vic 3123,Apartment / Unit / Flat,-37.8334568,145.0475718,2,2,1,550.0,hawthorn east
516/480 riversdale road hawthorn east vic 3123,Apartment / Unit / Flat,-37.8316925,145.0560562,2,2,1,550.0,hawthorn east
106 erica court heathmont vic 3135,House,-37.8296169,145.2343365,4,2,2,550.0,heathmont
1/14-16 rosanna road heidelberg vic 3084,Townhouse,-37.75547299999999,145.070039,3,2,2,550.0,heidelberg
19a lawson parade heidelberg heights vic 3081,Apartment / Unit / Flat,-37.7419218,145.0537748,3,2,1,550.0,heidelberg heights
209/20 station street highett vic 3190,Apartment / Unit / Flat,-37.9501032,145.0437176,2,2,1,550.0,highett
3/39 tennyson street highett vic 3190,Townhouse,-37.9566863,145.0562057,3,2,1,550.0,highett
304/2a major st highett vic 3190,Apartment / Unit / Flat,-37.9482659,145.039928,2,2,2,550.0,highett
105/20 station street highett vic 3190,Apartment / Unit / Flat,-37.9501032,145.0437176,2,2,1,550.0,highett
24 euston road hughesdale vic 3166,House,-37.8943242,145.0795109,4,2,3,550.0,hughesdale
26 austin street hughesdale vic 3166,House,-37.9068017,145.0786493,3,1,2,550.0,hughesdale
3/8 hotham street hughesdale vic 3166,Townhouse,-37.900917,145.079321,3,2,2,545.0,hughesdale
28 beachcomber drive inverloch vic 3996,House,-38.6412502,145.7031282,4,2,0,550.0,inverloch
117b waterdale road ivanhoe vic 3079,Townhouse,-37.7671248,145.0432581,3,2,1,550.0,ivanhoe
1/16 lantana street ivanhoe vic 3079,Apartment / Unit / Flat,-37.7586744,145.0512147,3,1,2,550.0,ivanhoe
56 jellicoe street ivanhoe vic 3079,House,-37.7577431,145.0369569,3,1,3,550.0,ivanhoe
21 valentine street ivanhoe vic 3079,House,-37.7622071,145.042318,3,2,3,550.0,ivanhoe
50 mcivor forest drive junortoun vic 3551,House,-36.7786509,144.3445375,4,2,2,550.0,junortoun
2/6 eagling street keilor vic 3036,House,-37.7193983,144.832283,3,2,2,550.0,keilor
1/14 ellen avenue keilor east vic 3033,Townhouse,-37.7490083,144.8700062,3,3,2,550.0,keilor east
1 greenwood drive kennington vic 3550,House,-36.7818315,144.3035785,4,2,1,550.0,kennington
26 peppercorn walk kensington vic 3031,Townhouse,-37.7922823,144.922226,2,2,1,550.0,kensington
71 the crescent kensington vic 3031,Townhouse,-37.7940201,144.9183249,3,1,1,550.0,kensington
32/1 gatehouse drive kensington vic 3031,Apartment / Unit / Flat,-37.7914693,144.919972,3,2,2,550.0,kensington
16 kirk street kensington vic 3031,Townhouse,-37.7963561,144.9184849,3,2,2,550.0,kensington
62 brougham street kew vic 3101,House,-37.8037617,145.0308856,2,1,0,550.0,kew
14/54 studley park road kew vic 3101,Apartment / Unit / Flat,-37.8065492,145.0211148,2,1,3,550.0,kew
4/55 strathalbyn street kew east vic 3102,Apartment / Unit / Flat,-37.7954296,145.0511684,2,1,1,550.0,kew east
2 poa court keysborough vic 3173,House,-38.0076025,145.16067,4,3,1,550.0,keysborough
12 tobourie st kialla vic 3631,House,-36.4314797,145.4042827,4,2,2,550.0,kialla
1/1 edgar street kingsville vic 3012,Townhouse,-37.8076647,144.8771403,2,1,1,550.0,kingsville
2/79 laura road knoxfield vic 3180,Apartment / Unit / Flat,-37.8938467,145.2411776,3,2,2,550.0,knoxfield
7/414 glenferrie road kooyong vic 3144,Apartment / Unit / Flat,-37.8417561,145.0324141,3,1,1,550.0,kooyong
49 faversham avenue lake gardens vic 3355,House,-37.54289929999999,143.81182,4,2,2,550.0,lake gardens
1324 gregory street lake wendouree vic 3350,House,-37.5423108,143.8362528,4,2,2,550.0,lake wendouree
15 lineham street lancefield vic 3435,House,-37.283293,144.7285665,4,2,2,550.0,lancefield
28 lexton drive langwarrin vic 3910,House,-38.1374003,145.2002469,3,2,2,550.0,langwarrin
19 citius close lara vic 3212,House,-38.030005,144.4039973,4,2,2,550.0,lara
12 hackberry close lara vic 3212,House,-38.0229574,144.3965247,4,2,2,550.0,lara
34 marimba street lara vic 3212,House,-38.0168665,144.3797937,4,2,0,550.0,lara
4 celesta road lara vic 3212,House,-38.0176242,144.3802739,4,2,2,550.0,lara
47 majestic way lara vic 3212,House,-38.0314426,144.3898485,4,2,2,550.0,lara
6/15 barwise street laverton vic 3028,House,-37.8530442,144.7748718,4,3,2,550.0,laverton
44 ferguson road leopold vic 3224,House,-38.1929374,144.4620684,4,3,2,550.0,leopold
2/55 albert hill road lilydale vic 3140,Townhouse,-37.7582993,145.3381642,3,2,2,550.0,lilydale
69 panorama avenue lower plenty vic 3093,House,-37.7262811,145.1234657,3,2,2,550.0,lower plenty
21 henry lawson drive lynbrook vic 3975,House,-38.0506251,145.2536527,4,2,2,550.0,lynbrook
81 stonehill drive maddingley vic 3340,House,-37.6867471,144.4152791,4,2,2,550.0,maddingley
40 dunedin street maidstone vic 3012,House,-37.7803581,144.8664922,5,3,2,550.0,maidstone
1/8 silver wattle avenue maidstone vic 3012,House,-37.7875482,144.8684162,4,2,1,550.0,maidstone
33 nott street malvern east vic 3145,House,-37.8654895,145.0464521,4,1,2,550.0,malvern east
1381 dandenong road malvern east vic 3145,House,-37.889618,145.082716,4,2,1,550.0,malvern east
708b waverley road malvern east vic 3145,Apartment / Unit / Flat,-37.8786797,145.0881708,2,1,1,550.0,malvern east
8 michigan crescent manor lakes vic 3024,House,-37.8777726,144.5948595,6,3,2,550.0,manor lakes
2402/11 rose lane melbourne vic 3000,Apartment / Unit / Flat,-37.815446,144.9541165,2,1,1,550.0,melbourne
2104/38 rose lane melbourne vic 3000,Apartment / Unit / Flat,-37.8148884,144.9542283,2,1,0,550.0,melbourne
306/33 rose lane melbourne vic 3000,Apartment / Unit / Flat,-37.8150137,144.9538694,2,2,1,550.0,melbourne
1216/199 william street melbourne vic 3000,Apartment / Unit / Flat,-37.8145042,144.9576035,1,1,0,550.0,melbourne
4808/80 a'beckett street melbourne vic 3000,Apartment / Unit / Flat,-37.8090372,144.9610905,2,1,0,550.0,melbourne
g08/68 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8083648,144.9667899,2,1,0,550.0,melbourne
5708/568 collins street melbourne vic 3000,Apartment / Unit / Flat,-37.8183759,144.9554361,2,1,0,550.0,melbourne
3405/483 swanston street melbourne vic 3000,Apartment / Unit / Flat,-37.8072179,144.9623358,2,1,1,550.0,melbourne
1712/155 franklin street melbourne vic 3000,Apartment / Unit / Flat,-37.8088259,144.9595488,2,1,0,550.0,melbourne
