name,type,prop_lat,prop_long,Beds,Baths,Parking,weekly_cost,suburb
3408/33 rose lane melbourne vic 3000,Apartment / Unit / Flat,-37.8150137,144.9538694,2,1,0,550.0,melbourne
3604/36 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8081637,144.967594,2,1,0,550.0,melbourne
2904/285 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.810735,144.9608179,2,1,0,550.0,melbourne
6205/568 collins street melbourne vic 3000,Apartment / Unit / Flat,-37.8183759,144.9554361,2,1,0,550.0,melbourne
394 collins street melbourne vic 3000,Apartment / Unit / Flat,-37.816819,144.9611835,1,1,0,550.0,melbourne
4407/157 a'beckett street melbourne vic 3000,Apartment / Unit / Flat,-37.8099156,144.9591846,1,1,0,550.0,melbourne
104/300 swanston street melbourne vic 3000,Apartment / Unit / Flat,-37.8106088,144.9645798,2,1,0,550.0,melbourne
2807/568 collins street melbourne vic 3000,Apartment / Unit / Flat,-37.8183759,144.9554361,2,2,0,550.0,melbourne
2503/568 collins street melbourne vic 3000,Apartment / Unit / Flat,-37.8183759,144.9554361,2,2,0,550.0,melbourne
2612/500 elizabeth street melbourne vic 3000,Apartment / Unit / Flat,-37.8072443,144.9602814,2,1,0,550.0,melbourne
612/181 abeckett street melbourne vic 3000,Studio,-37.8101786,144.9582146,1,1,0,545.0,melbourne
2806/36 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8081637,144.967594,2,1,0,550.0,melbourne
1108/68 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8083648,144.9667899,2,1,1,550.0,melbourne
912/12 queens road melbourne vic 3004,Apartment / Unit / Flat,-37.8384194,144.9747126,2,1,1,550.0,melbourne
3410/33 rose lane melbourne vic 3000,Apartment / Unit / Flat,-37.8150137,144.9538694,2,1,0,550.0,melbourne
1206/639 little lonsdale street melbourne vic 3000,Apartment / Unit / Flat,-37.8141942,144.9521662,1,1,0,550.0,melbourne
300/668 bourke street melbourne vic 3000,Apartment / Unit / Flat,-37.8166152,144.9542789,2,2,1,550.0,melbourne
303/263 franklin street melbourne vic 3000,Apartment / Unit / Flat,-37.8095502,144.9566201,2,1,0,550.0,melbourne
2405/466 collins st melbourne vic 3000,Apartment / Unit / Flat,-37.81755500000001,144.958633,1,1,0,550.0,melbourne
14/402-408 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8111586,144.9577218,2,1,1,550.0,melbourne
511/300 swanston street melbourne vic 3000,Apartment / Unit / Flat,-37.8106088,144.9645798,2,1,0,550.0,melbourne
5003/464-466 collins street melbourne vic 3000,Apartment / Unit / Flat,-37.81755500000001,144.958633,1,1,1,550.0,melbourne
6/25 queens road melbourne vic 3004,Apartment / Unit / Flat,-37.8415946,144.9753214,2,1,1,550.0,melbourne
909/565 flinders street melbourne vic 3000,House,-37.8210586,144.9559072,2,2,1,550.0,melbourne
606/605 st kilda road melbourne vic 3004,Apartment / Unit / Flat,-37.85091269999999,144.9814593,2,1,1,550.0,melbourne
32/485 st kilda road melbourne vic 3004,Apartment / Unit / Flat,-37.8426262,144.9783298,2,1,1,550.0,melbourne
5/181 franklin street melbourne vic 3000,Apartment / Unit / Flat,-37.8090958,144.958276,2,1,1,550.0,melbourne
1310/7 katherine place melbourne vic 3000,Apartment / Unit / Flat,-37.8201858,144.9564628,2,2,1,550.0,melbourne
1904/22-24 jane bell lane melbourne vic 3000,Apartment / Unit / Flat,-37.8102205,144.9662652,2,1,1,550.0,melbourne
3604/568 collins street melbourne vic 3000,Apartment / Unit / Flat,-37.8183759,144.9554361,2,2,1,550.0,melbourne
1206/118 russell street melbourne vic 3000,Apartment / Unit / Flat,-37.8135864,144.9687232,2,1,0,550.0,melbourne
1601/442 elizabeth street melbourne vic 3000,Apartment / Unit / Flat,-37.8082901,144.9608496,2,1,0,550.0,melbourne
504/639 lonsdale street melbourne vic 3000,Apartment / Unit / Flat,-37.8150689,144.9534096,2,1,0,550.0,melbourne
35/300 king st melbourne 3004 vic 3004,Apartment / Unit / Flat,-37.8131524,144.9547736,1,1,1,550.0,melbourne 3004
18 falcon grove metung vic 3904,House,-37.8791032,147.8273685,3,2,2,550.0,metung
4/300 deakin avenue mildura vic 3500,Apartment / Unit / Flat,-34.198691,142.1471721,3,1,1,550.0,mildura
4 ponderosa way mildura vic 3500,House,-34.2222006,142.1365621,4,2,2,550.0,mildura
4/147 risby lane mildura vic 3500,Townhouse,-34.1879209,142.1625108,2,2,1,550.0,mildura
9 canary court mill park vic 3082,House,-37.6707956,145.0434592,4,2,1,550.0,mill park
80 victoria crescent mont albert vic 3127,House,-37.81409,145.1106647,4,1,2,550.0,mont albert
12 wolseley close mont albert vic 3127,House,-37.8196947,145.1035651,3,1,1,545.0,mont albert
35 kenmare street mont albert north vic 3129,House,-37.8111858,145.1080296,3,1,2,550.0,mont albert north
17a graeme avenue montmorency vic 3094,House,-37.7115912,145.1205384,3,2,2,550.0,montmorency
13 murray street moonee ponds vic 3039,House,-37.7593862,144.9257199,3,1,2,550.0,moonee ponds
f1001/51 homer street moonee ponds vic 3039,Apartment / Unit / Flat,-37.7650926,144.9207263,0,1,0,550.0,moonee ponds
28 elizabeth street moonee ponds vic 3039,House,-37.77153029999999,144.9249566,2,1,0,550.0,moonee ponds
2 lintoo close mooroolbark vic 3138,House,-37.7822365,145.3309395,3,2,2,550.0,mooroolbark
5/26 marlow street mooroolbark vic 3138,Townhouse,-37.7810906,145.3161826,3,2,2,550.0,mooroolbark
938 nepean highway mornington vic 3931,House,-38.2323053,145.0417797,3,2,2,550.0,mornington
1 bianca court mornington vic 3931,House,-38.2373158,145.0475503,3,1,2,550.0,mornington
5/3 keylana boulevard mount waverley vic 3149,Townhouse,-37.8932021,145.1380312,3,2,3,550.0,mount waverley
5 wirth street mount waverley vic 3149,House,-37.8724061,145.126095,5,2,1,550.0,mount waverley
1/36 illuka crescent mount waverley vic 3149,Apartment / Unit / Flat,-37.8879543,145.1440544,3,1,1,550.0,mount waverley
40 anthony dr mount waverley vic 3149,House,-37.8900914,145.1353848,4,2,2,550.0,mount waverley
1/17 montana avenue mulgrave vic 3170,Apartment / Unit / Flat,-37.9265447,145.152907,3,1,1,550.0,mulgrave
3 fairmead place narre warren south vic 3805,House,-38.0575866,145.2914129,4,2,2,550.0,narre warren south
6 rochford place narre warren south vic 3805,House,-38.0285014,145.2895126,4,2,2,550.0,narre warren south
46 mirls street newport vic 3015,House,-37.8434018,144.8799017,2,1,2,550.0,newport
27 chadwick street newtown vic 3220,House,-38.1488607,144.3419969,3,2,1,550.0,newtown
2/7 churchill avenue newtown vic 3220,House,-38.1458629,144.3342262,3,2,2,550.0,newtown
1/211 aberdeen street newtown vic 3220,House,-38.14502090000001,144.3306186,4,1,2,550.0,newtown
9 william street newtown vic 3220,House,-38.1478397,144.3371597,3,2,4,550.0,newtown
113a errol street north melbourne vic 3051,Apartment / Unit / Flat,-37.80221600000001,144.9494974,3,1,0,550.0,north melbourne
40 brougham street north melbourne vic 3051,House,-37.793333,144.943753,3,1,0,550.0,north melbourne
132/23 blackwood street north melbourne vic 3051,Apartment / Unit / Flat,-37.8007586,144.9550317,2,1,0,550.0,north melbourne
107/150 peel street north melbourne vic 3051,Apartment / Unit / Flat,-37.8044074,144.9565996,2,1,1,550.0,north melbourne
30x/69 flemington road north melbourne vic 3051,Apartment / Unit / Flat,-37.7994643,144.953666,2,1,1,550.0,north melbourne
97 beavers road northcote vic 3070,House,-37.7663364,144.99309,2,1,0,545.0,northcote
36 claude street northcote vic 3070,House,-37.7709572,144.9968882,2,1,0,550.0,northcote
402/550 high street northcote vic 3070,Apartment / Unit / Flat,-37.763481,144.999966,2,1,1,550.0,northcote
104 helen street northcote vic 3070,House,-37.7697917,144.9977059,2,1,0,550.0,northcote
119/421-433 high street northcote vic 3070,Apartment / Unit / Flat,-37.7679411,144.9989003,2,2,1,550.0,northcote
40a seaview court nyora vic 3987,House,-38.3063853,145.6482978,3,1,1,550.0,nyora
35d snell grove oak park vic 3046,Townhouse,-37.7172381,144.9283595,3,3,2,550.0,oak park
724 pascoe vale rd oak park vic 3046,Townhouse,-37.712077,144.917314,3,2,2,550.0,oak park
32 devereaux street oak park vic 3046,House,-37.7142586,144.9102832,6,2,0,550.0,oak park
2a grant street oakleigh vic 3166,Townhouse,-37.8972997,145.0983472,3,1,2,545.0,oakleigh
45 koba way officer vic 3809,House,-38.0718963,145.4020813,4,2,2,550.0,officer
2/247 grange road ormond vic 3204,Apartment / Unit / Flat,-37.899403,145.0443735,3,1,1,550.0,road ormond
4/13 lillimur road ormond vic 3204,Apartment / Unit / Flat,-37.9024931,145.0410477,2,1,1,550.0,ormond
29 stable street pakenham vic 3810,House,-38.0745921,145.4424454,4,2,2,550.0,pakenham
10/78 the avenue parkville vic 3052,Townhouse,-37.7864463,144.9572316,3,1,1,550.0,parkville
1b view street pascoe vale vic 3044,House,-37.7252697,144.926881,3,1,1,550.0,pascoe vale
34 cumberland road pascoe vale vic 3044,House,-37.7352417,144.9380627,4,2,3,550.0,pascoe vale
331 gaffney street pascoe vale vic 3044,House,-37.7318446,144.9397831,3,1,2,550.0,pascoe vale
29 hackett street pascoe vale south vic 3044,House,-37.7407714,144.9331598,4,1,0,550.0,pascoe vale south
23 arbour avenue point cook vic 3030,House,-37.91102670000001,144.7373848,4,2,2,550.0,point cook
4 marrang way point cook vic 3030,House,-37.9171797,144.7863789,5,2,2,550.0,point cook
126 bondi parade point cook vic 3030,House,-37.9069522,144.7710086,4,2,2,550.0,point cook
27 yellowbox drive point cook vic 3030,House,-37.9080899,144.734124,4,2,2,550.0,point cook
11 outrigger court point cook vic 3030,House,-37.9038092,144.7772971,4,2,2,550.0,point cook
12 sorrenberg street point cook vic 3030,House,-37.9168317,144.7843961,4,2,2,550.0,point cook
52 jordan road point lonsdale vic 3225,House,-38.2755887,144.6115731,3,2,2,550.0,point lonsdale
41 cruikshank street port melbourne vic 3207,House,-37.8392521,144.9458478,3,1,0,550.0,port melbourne
d508/52 nott street port melbourne vic 3207,Apartment / Unit / Flat,-37.8408451,144.9387435,2,1,1,550.0,port melbourne
1115/3 tarver street port melbourne vic 3207,Apartment / Unit / Flat,-37.834631,144.9202969,2,1,1,550.0,port melbourne
6/85 pickles street port melbourne vic 3207,Apartment / Unit / Flat,-37.8411534,144.9461341,2,1,1,550.0,port melbourne
1/116 percy st portland vic 3305,House,-38.3446055,141.6039915,3,2,1,550.0,portland
5/76 williams road prahran vic 3181,Apartment / Unit / Flat,-37.85393639999999,145.0025907,2,1,2,550.0,prahran
149 peel street prahran vic 3181,House,-37.8554568,144.9903356,3,1,0,550.0,prahran
38 florence street prahran vic 3181,House,-37.854705,145.009402,2,1,0,550.0,prahran
"lvl 2, u 1/306 bell street preston vic 3072",Apartment / Unit / Flat,-37.74862299999999,145.030041,3,2,1,550.0,preston
112b gower st preston vic 3072,Townhouse,-37.742066,145.0203373,3,1,2,550.0,preston
1/5 blanch street preston vic 3072,Apartment / Unit / Flat,-37.7454733,144.9993834,2,2,0,550.0,preston
1/15 furzer street preston vic 3072,Townhouse,-37.728229,144.985401,3,1,2,550.0,preston
143 wilson boulevard reservoir vic 3073,House,-37.6972374,144.9951558,4,1,1,550.0,reservoir
75b cheddar road reservoir vic 3073,Townhouse,-37.7075178,145.0135941,3,2,2,550.0,reservoir
2/96 whitelaw street reservoir vic 3073,Townhouse,-37.7124995,145.0219733,3,2,1,550.0,reservoir
37 keon parade reservoir vic 3073,House,-37.6959618,145.0182708,3,1,3,550.0,reservoir
163 mahoneys road reservoir vic 3073,House,-37.6929223,144.9881408,4,1,2,550.0,reservoir
2/22 buckingham street richmond vic 3121,Townhouse,-37.813914,145.0011949,2,2,1,550.0,richmond
1/7 jika place richmond vic 3121,Townhouse,-37.8147776,144.9912928,2,1,0,550.0,richmond
2/123 coppin street richmond vic 3121,Apartment / Unit / Flat,-37.822395,145.003386,3,1,2,550.0,richmond
306/37-39 bosisto street richmond vic 3121,Apartment / Unit / Flat,-37.817757,144.997184,2,2,1,550.0,richmond
53 laity street richmond vic 3121,House,-37.8133221,145.0028907,2,1,0,550.0,richmond
130/73 river street richmond vic 3121,Apartment / Unit / Flat,-37.8191545,145.0130619,2,2,1,550.0,richmond
801/19 judd street richmond vic 3121,Apartment / Unit / Flat,-37.8174373,144.9955647,2,2,1,550.0,richmond
701/14 david street richmond vic 3121,Apartment / Unit / Flat,-37.8150844,145.0114793,2,1,1,550.0,richmond
26 shelley street richmond vic 3121,House,-37.811654,144.993373,3,1,0,550.0,richmond
410/246 church st richmond vic 3121,Apartment / Unit / Flat,-37.8186651,144.9989039,1,1,0,550.0,richmond
2/64 bedford road ringwood vic 3134,Townhouse,-37.8171165,145.2391921,3,2,2,550.0,ringwood
2/7 unsworth road ringwood north vic 3134,Townhouse,-37.8004252,145.2323512,3,2,2,550.0,ringwood north
22 armstrong drive rowville vic 3178,House,-37.9272158,145.2550342,4,2,2,550.0,rowville
43 willow avenue rowville vic 3178,House,-37.9141466,145.2686339,3,2,2,550.0,rowville
8/43 deschamp crescent rowville vic 3178,Apartment / Unit / Flat,-37.9213992,145.2306896,4,2,1,550.0,rowville
22 lake view drive safety beach vic 3936,House,-38.3229256,144.9933052,3,2,2,550.0,safety beach
6a elevation crescent san remo vic 3925,House,-38.5214507,145.3727924,4,2,2,550.0,san remo
7/186 bay rd sandringham vic 3191,Apartment / Unit / Flat,-37.9544828,145.0194861,2,1,1,550.0,sandringham
5 raymond road seaford vic 3198,House,-38.1111381,145.1354063,3,2,2,550.0,seaford
93 kirkwood avenue seaford vic 3198,House,-38.1246709,145.1306643,3,1,3,550.0,seaford
6 browning street seddon vic 3011,House,-37.8088604,144.8892181,2,1,0,550.0,seddon
10 henry street seddon vic 3011,House,-37.8052967,144.8876169,3,1,1,550.0,seddon
8-10 tilanbi close seville vic 3139,House,-37.7753241,145.4532052,4,2,4,550.0,seville
44 harold street shepparton vic 3630,Townhouse,-36.3793559,145.40596,2,1,1,550.0,shepparton
1/1 anderson street south melbourne vic 3205,Apartment / Unit / Flat,-37.8398519,144.9601726,1,1,1,550.0,south melbourne
506/99 palmerston crescent south melbourne vic 3205,Apartment / Unit / Flat,-37.8362161,144.9672523,2,1,1,550.0,south melbourne
705/89 gladstone street south melbourne vic 3205,Apartment / Unit / Flat,-37.8301549,144.9500578,2,2,1,550.0,south melbourne
1001/28 bank street south melbourne vic 3205,Apartment / Unit / Flat,-37.8315658,144.9691314,2,2,1,550.0,south melbourne
1508/3 yarra street south yarra vic 3141,Apartment / Unit / Flat,-37.8381995,144.9928124,2,1,1,550.0,south yarra
4/90 clowes street south yarra vic 3141,Apartment / Unit / Flat,-37.8303489,144.9849606,2,1,1,550.0,south yarra
308/10 daly street south yarra vic 3141,Apartment / Unit / Flat,-37.8377599,144.9946686,2,2,1,550.0,south yarra
807/700 chapel street south yarra vic 3141,Apartment / Unit / Flat,-37.836457,144.9965342,2,1,1,550.0,south yarra
1/12 darling street south yarra vic 3141,Apartment / Unit / Flat,-37.8378418,144.991756,2,1,1,550.0,south yarra
1/29 lang street south yarra vic 3141,Apartment / Unit / Flat,-37.8410374,144.9874092,2,1,0,550.0,south yarra
2/55 alexandra avenue south yarra vic 3141,Apartment / Unit / Flat,-37.8319076,144.9887863,2,1,1,550.0,south yarra
14/110 caroline street south yarra vic 3141,Apartment / Unit / Flat,-37.8342948,144.9899046,2,1,1,535.0,south yarra
207/68 argo street south yarra vic 3141,Apartment / Unit / Flat,-37.8441853,144.9888525,2,1,1,550.0,south yarra
407/68-70 dorcas street southbank vic 3006,Apartment / Unit / Flat,-37.830621,144.9674907,2,2,1,550.0,southbank
162/173 city road southbank vic 3006,Apartment / Unit / Flat,-37.8244081,144.9622061,2,2,1,550.0,southbank
1705/245 city road southbank vic 3006,Apartment / Unit / Flat,-37.826641,144.9596778,2,2,0,550.0,southbank
1/23 coventry street southbank vic 3006,Apartment / Unit / Flat,-37.8292394,144.9702831,1,1,1,550.0,southbank
1909/70 southbank boulevard southbank vic 3006,Apartment / Unit / Flat,-37.8231931,144.9639881,2,2,0,550.0,southbank
2503/245 city road southbank vic 3006,Apartment / Unit / Flat,-37.826641,144.9596778,2,2,0,550.0,southbank
1605/63 haig street southbank vic 3006,Apartment / Unit / Flat,-37.82776339999999,144.9567525,2,2,1,550.0,southbank
32 miles street southbank vic 3006,Apartment / Unit / Flat,-37.8283819,144.9668638,2,1,1,550.0,southbank
901/11 bale circuit southbank vic 3006,Apartment / Unit / Flat,-37.8259245,144.9632974,2,2,0,550.0,southbank
3112/105 clarendon street southbank vic 3006,Apartment / Unit / Flat,-37.8271243,144.9581274,2,1,0,550.0,southbank
705/60 kavanagh street southbank vic 3006,Apartment / Unit / Flat,-37.82409579999999,144.9636789,2,2,0,550.0,southbank
2002/118 kavanagh street southbank vic 3006,Apartment / Unit / Flat,-37.8255001,144.9621299,2,2,0,550.0,southbank
2603/151 city road southbank vic 3006,Apartment / Unit / Flat,-37.8236674,144.9631638,2,1,1,550.0,southbank
908/50 haig street southbank vic 3006,Apartment / Unit / Flat,-37.826844,144.9568385,2,1,1,550.0,southbank
2505/60 kavanagh street southbank vic 3006,Apartment / Unit / Flat,-37.82409579999999,144.9636789,2,1,0,550.0,southbank
3104/61 haig street southbank vic 3006,Apartment / Unit / Flat,-37.8276686,144.9566961,2,2,1,550.0,southbank
293 st helena road st helena vic 3088,House,-37.690675,145.1301902,3,2,4,550.0,st helena
309a/33 inkerman street st kilda vic 3182,Apartment / Unit / Flat,-37.8643532,144.9829538,2,1,1,550.0,st kilda
203/10 martin street st kilda vic 3182,Apartment / Unit / Flat,-37.8666618,144.9876674,2,1,1,550.0,st kilda
6/108 hotham street st kilda east vic 3183,Apartment / Unit / Flat,-37.8713642,144.9994699,3,2,2,550.0,kilda east
4/46 westbury street st kilda east vic 3183,Apartment / Unit / Flat,-37.8632956,144.996946,2,1,1,550.0,kilda east
1/27 lansdowne road st kilda east vic 3183,Apartment / Unit / Flat,-37.8640196,145.006648,2,2,1,550.0,kilda east
4/31 park street st kilda west vic 3182,Apartment / Unit / Flat,-37.8592279,144.9722193,2,1,0,550.0,kilda west
411 pascoe vale road strathmore vic 3041,House,-37.7371696,144.9261069,4,1,3,550.0,strathmore
64 lebanon st strathmore vic 3041,House,-37.7275041,144.9162597,3,2,2,550.0,strathmore
16 melissa street strathmore vic 3041,House,-37.730178,144.9187537,3,1,1,545.0,strathmore
21 goshawk road sunbury vic 3429,House,-37.603025,144.7612935,4,2,4,550.0,sunbury
3/77 fraser street sunshine vic 3020,Townhouse,-37.7852709,144.8191183,3,2,2,550.0,sunshine
27 dunbar avenue sunshine vic 3020,House,-37.7982035,144.8266131,3,2,0,550.0,sunshine
50 benjamin street sunshine vic 3020,House,-37.79316240000001,144.8300064,3,1,1,550.0,sunshine
413 ballarat road sunshine vic 3020,House,-37.7788619,144.8422922,4,2,6,550.0,sunshine
65 broughton road surrey hills vic 3127,House,-37.8327493,145.1050191,3,1,1,550.0,surrey hills
11 moonlight place tarneit vic 3029,House,-37.8442102,144.6966341,4,2,2,550.0,tarneit
8 kialoa ct taylors lakes vic 3038,House,-37.7109242,144.7920438,4,2,4,550.0,taylors lakes
26 falcon street thomastown vic 3074,House,-37.6793963,144.9921432,5,2,4,550.0,thomastown
1/14 pleasant road thomastown vic 3074,Townhouse,-37.6770096,145.0126314,3,2,2,550.0,thomastown
60a collins street thornbury vic 3071,House,-37.7552898,145.0065188,2,1,0,550.0,thornbury
