Suburb,SA2_code,2005_income,2006_income,2007_income,2008_income,2009_income,2010_income,2011_income,2012_income,2013_income,2014_income,2015_income,2016_income,2017_income,2018_income
WHEATSHEAF,201021011.0,31163.0,32399.0,33303.0,35453.0,36977.0,41096.0,42418.0,43007.0,44634.0,45981.0,46610.0,49000.0,50440.0,52044.0
YANDOIT,201021011.0,31163.0,32399.0,33303.0,35453.0,36977.0,41096.0,42418.0,43007.0,44634.0,45981.0,46610.0,49000.0,50440.0,52044.0
YANDOIT HILLS,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
GREEN GULLY,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
JOYCES CREEK,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
MUCKLEFORD SOUTH,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
NEWSTEAD,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
SANDON,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
WELSHMANS REEF,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
BARINGHUP,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
BARINGHUP WEST,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
BRADFORD,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
EASTVILLE,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
GOWER,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
LAANECOORIE,202031033.0,25519.0,26330.0,31121.0,27635.0,27521.0,33691.0,35570.0,39514.0,40013.0,40470.0,37386.0,43214.0,48536.0,49541.0
MALDON,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
NEEREMAN,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
NUGGETTY,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
PERKINS REEF,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
PORCUPINE FLAT,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
SHELBOURNE,202021026.0,34135.0,36098.0,37165.0,39558.0,40958.0,47006.0,48891.0,49889.0,52418.0,54184.0,55570.0,57423.0,59455.0,60617.0
TARRENGOWER,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
WALMER,202021028.0,30519.0,32201.0,32439.0,34371.0,35755.0,39474.0,41137.0,42789.0,41706.0,43825.0,45274.0,48156.0,50249.0,51341.0
WOODSTOCK WEST,202031033.0,25519.0,26330.0,31121.0,27635.0,27521.0,33691.0,35570.0,39514.0,40013.0,40470.0,37386.0,43214.0,48536.0,49541.0
CARISBROOK,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
ADELAIDE LEAD,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
ALMA,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
BOWENVALE,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
BUNG BONG,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
COTSWOLD,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
CRAIGIE,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
DAISY HILL,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
FLAGSTAFF,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
GOLDEN POINT,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
HAVELOCK,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
HOMEBUSH,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
MAJORCA,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
MARYBOROUGH,201031016.0,28545.0,29889.0,30363.0,31594.0,32034.0,36414.0,38101.0,39191.0,39450.0,40456.0,40883.0,42843.0,44231.0,45694.0
MOOLORT,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
MOONLIGHT FLAT,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
NATTE YALLOCK,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
RATHSCAR,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
RATHSCAR WEST,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
RODBOROUGH,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
SIMSON,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
TIMOR,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
TIMOR WEST,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
WAREEK,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
AVOCA,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
MOYREISK,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
AMPHITHEATRE,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
MOUNT LONARCH,201031014.0,28914.0,29322.0,31996.0,32817.0,33782.0,36015.0,37839.0,37320.0,39510.0,41927.0,48944.0,45355.0,48542.0,49835.0
ELMHURST,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
GLENLOFTY,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
GLENLOGIE,201031014.0,28914.0,29322.0,31996.0,32817.0,33782.0,36015.0,37839.0,37320.0,39510.0,41927.0,48944.0,45355.0,48542.0,49835.0
GLENPATRICK,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
NOWHERE CREEK,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
BET BET,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
BETLEY,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
BROMLEY,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
DUNLUCE,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
DUNOLLY,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
EDDINGTON,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
GOLDSBOROUGH,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
INKERMAN,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
MCINTYRE,202031033.0,25519.0,26330.0,31121.0,27635.0,27521.0,33691.0,35570.0,39514.0,40013.0,40470.0,37386.0,43214.0,48536.0,49541.0
MOLIAGUL,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
MOUNT HOOGHLY,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
ARCHDALE,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
ARCHDALE JUNCTION,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
BEALIBA,201031017.0,27249.0,28012.0,28360.0,28927.0,29186.0,33132.0,35649.0,36984.0,38189.0,38491.0,38558.0,40632.0,42490.0,44469.0
BURKES FLAT,202031033.0,25519.0,26330.0,31121.0,27635.0,27521.0,33691.0,35570.0,39514.0,40013.0,40470.0,37386.0,43214.0,48536.0,49541.0
COCHRANES CREEK,202031033.0,25519.0,26330.0,31121.0,27635.0,27521.0,33691.0,35570.0,39514.0,40013.0,40470.0,37386.0,43214.0,48536.0,49541.0
EMU,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
LOGAN,202031033.0,25519.0,26330.0,31121.0,27635.0,27521.0,33691.0,35570.0,39514.0,40013.0,40470.0,37386.0,43214.0,48536.0,49541.0
AVON PLAINS,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
BEAZLEYS BRIDGE,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
CARAPOOEE,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
CARAPOOEE WEST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
COONOOER BRIDGE,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
COONOOER WEST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
DALYENONG,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GOOROC,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GOWAR EAST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GRAYS BRIDGE,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GRE GRE,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GRE GRE NORTH,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GRE GRE SOUTH,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
KOOREH,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
MARNOO EAST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
MOOLERR,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
MOYREISK,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
PARADISE,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
REDBANK,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
ROSTRON,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
SLATY CREEK,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
ST ARNAUD EAST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
ST ARNAUD NORTH,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
STUART MILL,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
SUTHERLAND,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
SWANWATER,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
TOTTINGTON,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
TRAYNORS LAGOON,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
WINJALLOK,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
YORK PLAINS,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
AVON PLAINS,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
BEAZLEYS BRIDGE,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
BERRIMAL WEST,202031033.0,25519.0,26330.0,31121.0,27635.0,27521.0,33691.0,35570.0,39514.0,40013.0,40470.0,37386.0,43214.0,48536.0,49541.0
CARAPOOEE,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
CARAPOOEE WEST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
COONOOER BRIDGE,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
COONOOER WEST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
DARKBONEE,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
DOOBOOBETIC,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
ELBERTON,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GOOROC,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GOWAR EAST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GRE GRE,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GRE GRE NORTH,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
GRE GRE SOUTH,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
KOOREH,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
MEDLYN,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
MITCHELLS HILL,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
MOOLERR,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
MOONAMBEL,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
PERCYDALE,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
REDBANK,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
SLATY CREEK,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
ST ARNAUD,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
ST ARNAUD EAST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
ST ARNAUD NORTH,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
STUART MILL,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
SUTHERLAND,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
SWANWATER,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
TANWOOD,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
TOTTINGTON,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
TRAYNORS LAGOON,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
TULKARA,215011392.0,31224.0,32289.0,33171.0,35441.0,37172.0,41163.0,43445.0,43786.0,44953.0,45332.0,45445.0,47333.0,48418.0,52296.0
WARRENMANG,201031013.0,28481.0,29091.0,29975.0,30795.0,31530.0,32721.0,33238.0,34430.0,36570.0,39755.0,39128.0,41427.0,43798.0,46335.0
YAWONG HILLS,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
AREEGRA,215011394.0,28222.0,26254.0,35245.0,30792.0,31165.0,49209.0,46367.0,52964.0,53491.0,40333.0,38594.0,50845.0,58228.0,52472.0
BANYENONG,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
BOOLITE,215011394.0,28222.0,26254.0,35245.0,30792.0,31165.0,49209.0,46367.0,52964.0,53491.0,40333.0,38594.0,50845.0,58228.0,52472.0
CARRON,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
COPE COPE,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
CORACK,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
CORACK EAST,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
DONALD,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
GIL GIL,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
JEFFCOTT,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
JEFFCOTT NORTH,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
LAEN,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
LAEN EAST,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
LAEN NORTH,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
LAKE BULOKE,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
LAWLER,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
LITCHFIELD,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
RICH AVON,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
RICH AVON EAST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
RICH AVON WEST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
SWANWATER WEST,215011391.0,28072.0,28575.0,30833.0,30125.0,30853.0,38317.0,39751.0,40199.0,41805.0,41146.0,38690.0,43571.0,47995.0,49211.0
MASSEY,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
MORTON PLAINS,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
WARMUR,215031400.0,25496.0,25314.0,28970.0,26040.0,27867.0,39737.0,40314.0,45288.0,42337.0,35217.0,34389.0,45741.0,50300.0,47398.0
