Suburb,SA2_code,2005_income,2006_income,2007_income,2008_income,2009_income,2010_income,2011_income,2012_income,2013_income,2014_income,2015_income,2016_income,2017_income,2018_income
LOVELY BANKS,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
MOOLAP,203021045.0,34655.0,36249.0,37298.0,39600.0,40290.0,40704.0,42384.0,43982.0,44950.0,45101.0,46082.0,47208.0,48159.0,50279.0
MOORABOOL,203021038.0,33060.0,34270.0,35343.0,36996.0,37816.0,40029.0,41552.0,42902.0,44191.0,44757.0,45572.0,46401.0,47323.0,48364.0
MURGHEBOLUC,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
STAUGHTON VALE,203021043.0,39809.0,42023.0,42704.0,45128.0,46843.0,50714.0,53609.0,55388.0,55624.0,56586.0,57985.0,60326.0,62036.0,63783.0
STONEHAVEN,203011034.0,39120.0,41060.0,41898.0,43003.0,44476.0,49296.0,52564.0,53210.0,55113.0,55921.0,57412.0,59879.0,61746.0,64568.0
WALLINGTON,203031050.0,38085.0,40751.0,40756.0,43450.0,45409.0,50642.0,52785.0,54335.0,56976.0,58667.0,60270.0,62732.0,64215.0,66856.0
CLIFTON SPRINGS,203031048.0,35886.0,37548.0,38211.0,39200.0,40636.0,43973.0,46171.0,47491.0,49036.0,49945.0,51334.0,56091.0,55036.0,55927.0
CURLEWIS,203031048.0,35886.0,37548.0,38211.0,39200.0,40636.0,43973.0,46171.0,47491.0,49036.0,49945.0,51334.0,56091.0,55036.0,55927.0
DRYSDALE,203031048.0,35886.0,37548.0,38211.0,39200.0,40636.0,43973.0,46171.0,47491.0,49036.0,49945.0,51334.0,56091.0,55036.0,55927.0
MANNERIM,203031052.0,38336.0,41308.0,42063.0,45238.0,44451.0,49921.0,53193.0,55084.0,57043.0,56436.0,57128.0,56949.0,60224.0,62490.0
MARCUS HILL,203031050.0,38085.0,40751.0,40756.0,43450.0,45409.0,50642.0,52785.0,54335.0,56976.0,58667.0,60270.0,62732.0,64215.0,66856.0
WALLINGTON,203031050.0,38085.0,40751.0,40756.0,43450.0,45409.0,50642.0,52785.0,54335.0,56976.0,58667.0,60270.0,62732.0,64215.0,66856.0
BELLARINE,203031051.0,32299.0,34878.0,34920.0,35588.0,37263.0,40318.0,41979.0,44031.0,45238.0,47862.0,47632.0,49270.0,51822.0,53904.0
INDENTED HEAD,203031051.0,32299.0,34878.0,34920.0,35588.0,37263.0,40318.0,41979.0,44031.0,45238.0,47862.0,47632.0,49270.0,51822.0,53904.0
PORTARLINGTON,203031051.0,32299.0,34878.0,34920.0,35588.0,37263.0,40318.0,41979.0,44031.0,45238.0,47862.0,47632.0,49270.0,51822.0,53904.0
ST LEONARDS,203031051.0,32299.0,34878.0,34920.0,35588.0,37263.0,40318.0,41979.0,44031.0,45238.0,47862.0,47632.0,49270.0,51822.0,53904.0
LEOPOLD,203021044.0,37353.0,37840.0,39478.0,41534.0,42218.0,45652.0,48272.0,49507.0,51019.0,52249.0,51721.0,53080.0,55093.0,56566.0
MOOLAP,203021045.0,34655.0,36249.0,37298.0,39600.0,40290.0,40704.0,42384.0,43982.0,44950.0,45101.0,46082.0,47208.0,48159.0,50279.0
POINT LONSDALE,203031052.0,38336.0,41308.0,42063.0,45238.0,44451.0,49921.0,53193.0,55084.0,57043.0,56436.0,57128.0,56949.0,60224.0,62490.0
QUEENSCLIFF,203031052.0,38336.0,41308.0,42063.0,45238.0,44451.0,49921.0,53193.0,55084.0,57043.0,56436.0,57128.0,56949.0,60224.0,62490.0
SWAN BAY,203031052.0,38336.0,41308.0,42063.0,45238.0,44451.0,49921.0,53193.0,55084.0,57043.0,56436.0,57128.0,56949.0,60224.0,62490.0
SWAN ISLAND,203031052.0,38336.0,41308.0,42063.0,45238.0,44451.0,49921.0,53193.0,55084.0,57043.0,56436.0,57128.0,56949.0,60224.0,62490.0
OCEAN GROVE,203031050.0,38085.0,40751.0,40756.0,43450.0,45409.0,50642.0,52785.0,54335.0,56976.0,58667.0,60270.0,62732.0,64215.0,66856.0
BARWON HEADS,203031050.0,38085.0,40751.0,40756.0,43450.0,45409.0,50642.0,52785.0,54335.0,56976.0,58667.0,60270.0,62732.0,64215.0,66856.0
BREAMLEA,203031050.0,38085.0,40751.0,40756.0,43450.0,45409.0,50642.0,52785.0,54335.0,56976.0,58667.0,60270.0,62732.0,64215.0,66856.0
CONNEWARRE,203031050.0,38085.0,40751.0,40756.0,43450.0,45409.0,50642.0,52785.0,54335.0,56976.0,58667.0,60270.0,62732.0,64215.0,66856.0
BELLBRAE,203031053.0,39889.0,42580.0,43070.0,46598.0,48553.0,53894.0,56781.0,57901.0,61020.0,63363.0,64149.0,64721.0,68034.0,71515.0
BELLS BEACH,203031053.0,39889.0,42580.0,43070.0,46598.0,48553.0,53894.0,56781.0,57901.0,61020.0,63363.0,64149.0,64721.0,68034.0,71515.0
JAN JUC,203031053.0,39889.0,42580.0,43070.0,46598.0,48553.0,53894.0,56781.0,57901.0,61020.0,63363.0,64149.0,64721.0,68034.0,71515.0
TORQUAY,203031053.0,39889.0,42580.0,43070.0,46598.0,48553.0,53894.0,56781.0,57901.0,61020.0,63363.0,64149.0,64721.0,68034.0,71515.0
ANGLESEA,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
AIREYS INLET,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
BIG HILL,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
EASTERN VIEW,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
FAIRHAVEN,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
MOGGS CREEK,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
BIG HILL,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
LORNE,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
BENWERRIN,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
BOONAH,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
DEANS MARSH,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
PENNYROYAL,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
BUCKLEY,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
GHERANG,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
MODEWARRE,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
MORIAC,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
MOUNT MORIAC,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
PARAPARAP,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
BAMBRA,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
WENSLEYDALE,203031049.0,35153.0,37456.0,35748.0,38374.0,39035.0,42977.0,45995.0,46380.0,48628.0,49990.0,51308.0,54970.0,56809.0,58666.0
WINCHELSEA,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
WINCHELSEA SOUTH,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
WURDIBOLUC,203011036.0,35034.0,37523.0,39231.0,40507.0,41228.0,46830.0,48483.0,49429.0,48701.0,51989.0,52879.0,54167.0,59172.0,62699.0
PURA PURA,215011387.0,31926.0,30400.0,36658.0,37434.0,35029.0,39508.0,41941.0,43026.0,47845.0,46190.0,43248.0,52625.0,50571.0,60456.0
NARRAWONG,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
TYRENDARRA,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
CONDAH SWAMP,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
GAZETTE,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
PENSHURST,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
TABOR,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
NELSON,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
GLENTHOMPSON,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
NARRAPUMELAP SOUTH,215011387.0,31926.0,30400.0,36658.0,37434.0,35029.0,39508.0,41941.0,43026.0,47845.0,46190.0,43248.0,52625.0,50571.0,60456.0
DUNKELD,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
KARABEAL,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
MIRRANATWA,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
MOUTAJUP,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
VICTORIA POINT,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
VICTORIA VALLEY,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
WOODHOUSE,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
BYADUK NORTH,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
HAMILTON,217011421.0,34332.0,35529.0,36282.0,39010.0,37900.0,43067.0,45139.0,44957.0,45075.0,47235.0,47314.0,48303.0,49549.0,52803.0
BOCHARA,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
BUCKLEY SWAMP,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
BYADUK,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
CROXTON EAST,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
HENSLEY PARK,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
MORGIANA,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
MOUNT NAPIER,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
STRATHKELLAR,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
TAHARA,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
TARRINGTON,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
WANNON,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
WARRAYURE,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
YATCHAW,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
YULECART,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
BRANXHOLME,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
GRASSDALE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
BREAKAWAY CREEK,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
CONDAH,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
CONDAH SWAMP,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
HOTSPUR,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
LAKE CONDAH,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
WALLACEDALE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
DARTMOOR,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
DRIK DRIK,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
DRUMBORG,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
GREENWALD,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
HEYWOOD,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
HOMERTON,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
LYONS,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
MILLTOWN,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
MUMBANNAR,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
MYAMYN,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
WINNAP,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
ALLESTREE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
BOLWARRA,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
CAPE BRIDGEWATER,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
CASHMORE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
DUTTON WAY,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
GORAE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
GORAE WEST,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
HEATHMERE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
MOUNT RICHMOND,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
PORTLAND,217011422.0,37654.0,39296.0,40932.0,42195.0,42034.0,46398.0,49852.0,50494.0,52280.0,53675.0,53527.0,54003.0,55632.0,57119.0
PORTLAND NORTH,217011422.0,37654.0,39296.0,40932.0,42195.0,42034.0,46398.0,49852.0,50494.0,52280.0,53675.0,53527.0,54003.0,55632.0,57119.0
PORTLAND WEST,217011422.0,37654.0,39296.0,40932.0,42195.0,42034.0,46398.0,49852.0,50494.0,52280.0,53675.0,53527.0,54003.0,55632.0,57119.0
DIGBY,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
MERINO,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
TAHARA WEST,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
CASTERTON,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
CORNDALE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
HEATH FIELD,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
PURALKA,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
BAHGALLAH,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
BRIMBOAL,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
CARAPOOK,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
CHETWYND,215011393.0,26302.0,22111.0,33983.0,30570.0,29029.0,40482.0,39401.0,38588.0,40470.0,41891.0,43613.0,49644.0,50581.0,65775.0
DERGHOLM,215011393.0,26302.0,22111.0,33983.0,30570.0,29029.0,40482.0,39401.0,38588.0,40470.0,41891.0,43613.0,49644.0,50581.0,65775.0
DORODONG,215011393.0,26302.0,22111.0,33983.0,30570.0,29029.0,40482.0,39401.0,38588.0,40470.0,41891.0,43613.0,49644.0,50581.0,65775.0
DUNROBIN,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
HENTY,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
KILLARA,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
LAKE MUNDI,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
LINDSAY,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
MUNTHAM,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
NANGEELA,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
POOLAIJELO,215011393.0,26302.0,22111.0,33983.0,30570.0,29029.0,40482.0,39401.0,38588.0,40470.0,41891.0,43613.0,49644.0,50581.0,65775.0
POWERS CREEK,215011393.0,26302.0,22111.0,33983.0,30570.0,29029.0,40482.0,39401.0,38588.0,40470.0,41891.0,43613.0,49644.0,50581.0,65775.0
SANDFORD,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
STRATHDOWNIE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
WANDO BRIDGE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
WANDO VALE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
WARROCK,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
BULART,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
CAVENDISH,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
GLENISLA,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
GRAMPIANS,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
MOORALLA,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
WOOHLPOOER,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
BRIT BRIT,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
CLOVER FLAT,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
COLERAINE,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
COOJAR,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
CULLA,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
GRINGEGALGONA,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
GRITJURK,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
HILGAY,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
KONONGWOOTONG,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
MELVILLE FOREST,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
MUNTHAM,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
NAREEN,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
PARKWOOD,217011423.0,27025.0,29487.0,33412.0,33939.0,34336.0,45736.0,43695.0,34943.0,40690.0,43794.0,45457.0,51223.0,57001.0,55594.0
PASCHENDALE,217011420.0,31546.0,33713.0,35617.0,37224.0,35305.0,43072.0,43548.0,40206.0,43503.0,47358.0,49529.0,51261.0,50806.0,53252.0
