,SA2,2010_income,2011_income,2012_income,2013_income
1529,318021486,49851,53969,56232,57483
1530,318021487,59792,63348,66694,68401
1531,318021488,52520,55020,57975,58705
1532,318021489,51801,56346,57729,59880
1533,318021490,69233,72541,75356,77224
1534,318021491,47518,50833,52833,54199
1535,319011492,38556,41967,44256,45363
1536,319011493,45647,50694,53895,55242
1537,319011494,43452,48417,51802,53097
1538,319011495,34217,38071,38625,39186
1539,319011496,44302,47884,50190,51124
1540,319011497,40804,45208,46293,45907
1541,319011498,39619,43267,46168,45147
1542,319011499,36736,40420,42406,43448
1543,319011500,43077,46962,49285,48663
1544,319011501,37192,40353,42734,43270
1545,319011502,39036,40357,41897,40802
1546,319021503,31514,32556,32529,34404
1547,319021504,32193,37327,38126,38596
1548,319021505,43439,47103,50064,49112
1549,319021506,31608,35017,35330,36444
1550,319021507,36268,40470,40973,39694
1551,319021508,33923,39672,36266,38828
1552,319021509,34991,39117,40730,41520
1553,319021510,na,na,na,na
1554,319031511,32138,34382,38226,38542
1555,319031512,37950,40780,42481,43752
1556,319031513,42572,45648,47549,48921
1557,319031514,36746,40761,41565,42736
1558,319031515,28506,32957,33897,35498
1559,319041516,36449,40837,44206,46379
1560,319041517,43121,47781,52307,53394
1561,319041518,40678,45078,47221,47285
1562,319041519,36927,41585,44466,45007
1563,319041520,37795,40913,43489,44943
1564,319041521,38901,42947,45005,47479
1565,319051522,36213,40077,42668,44718
1566,319051523,40191,42495,44663,44610
1567,319051524,39899,42743,44112,45667
1568,319051525,36820,40919,41072,40944
1569,319051526,44496,47396,49543,49952
1570,397979799,na,na,na,na
1571,399999499,na,na,na,na
1572,401011001,56151,57921,62954,64602
1573,401011002,81267,84984,88667,91440
1574,401021003,49275,51415,52919,55519
1575,401021004,63617,66365,68748,70932
1576,401021005,52950,55189,57661,60440
1577,401021006,52004,52468,54292,56117
1578,401021007,47144,48922,51828,53459
1579,401021008,44498,47846,49224,52554
1580,401021009,44928,47595,50199,51254
1581,401021010,56884,60350,63329,65379
1582,401031011,69318,73102,73761,78054
1583,401031012,77923,80431,84235,86548
1584,401031013,79973,80333,84290,88719
1585,401041014,49920,51101,52670,54692
1586,401041015,42761,45022,46679,48890
1587,401041016,48244,50624,52783,55089
1588,401051017,64402,68285,71781,71149
1589,401051018,48170,50440,52502,54565
1590,401051019,66875,70416,71934,76456
1591,401061020,56922,57944,60556,63267
1592,401061021,55724,59455,60893,63665
1593,401061022,83732,87001,91975,99004
1594,401071023,70084,73014,74057,77359
1595,401071024,69507,72402,75716,77951
1596,402011025,47728,50131,52337,54033
1597,402011026,44571,47081,49018,50382
1598,402011027,44413,47177,48493,50547
1599,402021028,43587,46398,48058,49088
1600,402021029,37961,40305,41660,42930
1601,402021030,34290,36730,38305,38703
1602,402021031,40460,42420,44436,45928
1603,402021032,42765,45257,46187,47956
1604,402021033,52712,55910,56529,57987
1605,402021034,35332,37081,38932,39965
1606,402021035,39613,40695,42925,44072
1607,402031036,40419,42531,44847,45832
1608,402031037,44884,47175,50045,51760
1609,402031038,44079,46521,48605,49998
1610,402041039,na,na,na,na
1611,402041040,41063,43497,45822,46417
1612,402041041,43500,45068,46399,47632
1613,402041042,na,na,na,na
1614,402041043,39035,40504,43014,44235
1615,402041044,41256,43259,45185,45795
1616,402041046,38246,39916,41311,42290
1617,402041047,43608,45669,47317,48686
1618,402041048,40318,42594,44086,45217
1619,402041171,52443,55258,57082,57947
1620,402041172,41669,43446,45385,46305
1621,402051049,50903,53812,57145,58990
1622,402051050,51015,53394,55255,56896
1623,402051051,49920,52548,53861,55228
1624,402051052,40858,43150,45048,45753
1625,402051053,47343,49261,51144,52551
1626,402051054,46919,49028,50996,52097
1627,402051055,45488,48313,49742,50629
1628,403011056,56149,58166,61714,63164
1629,403011057,60575,63353,65148,68048
1630,403021058,44901,46861,49005,51018
1631,403021059,47139,49447,52332,54706
1632,403021060,48842,51037,52993,55389
1633,403021061,42062,44362,46266,47417
1634,403021062,47444,50207,53197,55028
1635,403021063,45885,48776,51055,51611
1636,403021064,43735,45912,48453,50368
1637,403031065,60599,62671,66083,66406
1638,403031066,48603,51292,53394,54914
1639,403031067,53180,56633,58729,60187
1640,403031068,54486,56733,59160,61849
1641,403031069,70298,73801,76213,78218
1642,403031070,46054,48010,49996,51988
1643,403041071,47691,49772,51870,53019
1644,403041072,40824,43292,45491,46603
1645,403041073,38532,40796,42846,43295
1646,403041074,40743,42698,44845,46329
1647,403041075,53507,55468,55712,56977
1648,403041076,52748,55578,56674,59306
1649,403041077,51411,54448,56998,58069
1650,403041078,42725,44798,46957,47819
1651,403041079,36857,39040,41084,41585
1652,403041080,45383,47111,49281,50215
1653,403041081,na,na,na,na
1654,403041082,62435,68458,72766,70651
1655,403041083,44034,46528,49431,50453
1656,403041084,40789,42339,43846,44859
1657,403041085,38681,40718,41797,43228
1658,403041086,41223,43366,45453,46776
1659,403041087,43391,45004,47195,48353
1660,403041088,41378,44670,47880,49271
1661,403041089,44636,47175,49743,50805
1662,404011090,45777,48759,50290,52212
1663,404011091,43353,45511,47866,49429
1664,404011092,52999,56657,59930,62156
1665,404011093,47065,49181,51082,52898
1666,404011094,43440,45911,47510,48516
1667,404011095,46669,48884,51055,52441
1668,404011096,56450,59192,61383,62923
1669,404011097,42822,45058,47212,48776
1670,404021098,na,na,na,na
1671,404021099,50839,53754,55916,57232
1672,404021100,47864,50713,53313,54375
1673,404021101,43179,44912,46945,48281
1674,404021102,39466,41688,43342,44224
1675,404021103,na,na,na,na
1676,404031104,na,na,na,na
1677,404031105,46726,49611,51364,52469
1678,404031106,47538,51579,54882,55627
1679,404031107,45372,47787,49562,51083
1680,404031108,46804,49731,51176,52637
1681,404031109,52844,58500,59253,63014
1682,405011110,46342,46926,47979,52782
1683,405011111,43446,47887,47564,50025
1684,405011112,46288,47997,50468,52180
1685,405011113,45844,48080,48611,51245
1686,405011114,43670,46253,48159,49332
1687,405011115,48808,51742,52984,56190
1688,405021116,44117,46563,48700,51332
1689,405021117,41779,43685,44359,46914
1690,405021118,39890,40522,36969,42235
1691,405021119,47474,46525,46113,51306
1692,405031120,49254,47228,44410,50582
1693,405031121,44740,41975,38577,45820
1694,405031122,43944,46987,48708,49958
1695,405031123,53943,50013,54112,53737
1696,405041124,49140,49690,49197,52607
1697,405041125,39731,42076,43707,45740
1698,405041126,38863,40649,40582,43734
1699,405041127,46644,47710,47326,49174
1700,405041128,38562,39477,38640,43216
1701,406011129,48591,48562,46951,50073
1702,406011130,49110,49220,50897,50787
1703,406011131,58753,53564,47089,53563
1704,406011132,68296,54267,48865,53431
1705,406011133,46621,49364,51248,52818
1706,406011134,56694,52320,44634,50121
1707,406011135,na,na,na,na
1708,406011136,52339,57008,61615,62151
1709,406011137,na,na,na,na
1710,406021138,29769,29782,37550,43257
1711,406021139,40685,45890,45795,45640
1712,406021140,48033,52081,51446,52660
1713,406021141,53253,57799,54847,56302
1714,406021142,49483,53148,54715,56067
1715,406021143,73243,84137,92174,92012
1716,407011144,35741,37503,39087,41025
1717,407011145,36865,38677,35949,39077
1718,407011146,41408,44033,45540,46415
1719,407011147,40305,42641,44431,46370
1720,407011148,36742,38023,39027,40887
1721,407011149,36946,39873,40004,42313
1722,407021150,41611,44087,44421,49305
1723,407021151,40183,43297,39919,44609
1724,407021152,45133,46801,44011,47500
1725,407021154,41715,43575,42646,45382
1726,407021155,44787,46842,41783,47037
1727,407021156,45643,48876,44577,47196
1728,407021157,39498,39406,40497,44286
1729,407021158,44311,48092,43485,50612
1730,407021173,45176,47631,48595,50726
1731,407021174,41946,44410,46126,54171
1732,407031159,35555,39252,42180,43618
1733,407031160,40523,42398,43295,46302
1734,407031161,46737,40516,36354,37427
1735,407031162,39632,40169,41992,43967
1736,407031163,40257,37116,37110,42947
1737,407031164,37746,38372,38959,39883
1738,407031165,37021,39135,40875,41975
1739,407031166,38460,39512,40509,41730
1740,407031167,35952,38857,39324,41844
1741,407031168,34709,36630,39104,40699
1742,407031169,40746,39471,40652,40491
1743,407031170,38265,39140,40629,42076
1744,497979799,na,na,na,na
1745,499999499,na,na,na,na
1746,501011001,40684,42999,45331,47588
1747,501011002,46164,50159,54010,56641
1748,501011003,49736,56019,58004,59892
1749,501011004,42708,47502,49811,51536
1750,501021005,58286,63954,66768,68188
1751,501021007,47882,52660,56062,58700
1752,501021008,46736,50795,52788,53982
1753,501021009,59632,64022,67037,68264
1754,501021010,49997,54169,59471,57477
1755,501021011,78452,88861,100800,115943
1756,501021012,56592,61553,64123,65135
1757,501021014,50888,55466,59116,61162
1758,501021015,51999,56743,59338,59069
1759,501021016,53697,59406,63666,65882
1760,501021251,60874,67214,70237,72172
1761,501021252,63519,70189,74889,74850
1762,501021253,60273,64992,68904,68950
1763,501021254,47174,51678,52770,54561
1764,501031017,43638,46322,48342,50735
1765,501031018,46031,49320,51416,52932
1766,501031019,43321,45361,48528,48783
1767,501031020,37874,41110,46307,45090
1768,502011021,55213,59384,65213,68007
1769,502011022,54279,58392,63193,63327
1770,502011023,48170,53937,57606,58074
1771,502011024,57253,62394,68803,71626
1772,502011025,49217,54249,58883,60581
1773,502011026,53583,60419,63442,65161
1774,502011027,57271,63045,69181,70864
1775,502011028,50348,55668,58875,60365
1776,502011029,53336,57975,62607,64831
1777,503011030,114247,119090,127479,132804
1778,503011031,103567,106298,111091,116993
1779,503011032,108441,132872,128706,135170
1780,503011033,96061,104855,111884,113169
1781,503011034,125874,125716,128851,137903
1782,503011035,114818,120874,130083,137237
1783,503011036,97913,107974,112620,114701
1784,503021037,267045,na,na,227062
1785,503021038,69379,75608,82498,84865
1786,503021039,73568,81237,86807,88765
1787,503021040,69209,74496,79159,81298
1788,503021041,66795,71436,79841,83437
1789,503021042,88761,96043,101770,103521
1790,503021043,71704,77615,83001,84469
1791,504011044,54435,58920,63013,64139
1792,504011045,56294,60490,64958,66265
1793,504011046,59016,63578,68113,69266
1794,504011047,48310,52025,55232,55816
1795,504011048,52201,55711,58764,59066
1796,504021049,51895,58327,60723,59979
1797,504021050,62644,67871,71596,72795
1798,504021051,56660,62702,64192,65998
1799,504021052,na,na,na,na
1800,504021053,56221,62413,66663,67096
1801,504021054,51530,55060,59221,61000
1802,504031055,na,na,na,na
1803,504031056,48607,52031,55671,55991
1804,504031057,47718,51278,55382,56316
1805,504031058,54123,60675,67074,65347
1806,504031059,56928,61870,65798,67994
1807,504031060,63796,67758,74767,72725
1808,504031061,55941,61007,67202,69552
1809,504031062,47990,52913,56916,57332
1810,504031063,71602,75599,69345,67004
1811,504031064,na,na,na,na
1812,504031065,52117,54847,59996,61619
1813,504031066,52648,56235,60832,62307
1814,504031067,52734,56520,61081,62898
1815,504031068,65393,70898,75899,75769
1816,504031069,na,na,na,na
1817,505011070,50136,53999,57693,59504
1818,505011071,54997,59464,64071,65051
1819,505011072,64549,68597,74225,74585
1820,505011073,52512,57586,60822,61445
1821,505011074,54509,57985,62473,62987
1822,505011075,72879,77513,84366,85471
1823,505011076,71226,77121,83193,85501
1824,505011077,52766,56738,60784,62256
1825,505011078,56479,61339,64888,66042
1826,505011079,61609,66195,71322,72695
1827,505011080,61516,68827,72360,73309
1828,505011081,53381,58124,61724,64054
1829,505011082,71318,78704,83573,86631
1830,505011083,59336,63370,67984,68784
1831,505021084,52025,56367,59699,60577
1832,505021085,40311,43956,46383,47066
1833,505021086,57335,60062,64336,65856
1834,505021087,na,na,na,na
1835,505021088,62468,68280,73913,75022
1836,505021089,67750,73239,78375,79729
1837,505021090,47854,51633,54725,56515
1838,505021091,75336,73774,90929,80887
1839,505021092,63582,68592,74547,76849
1840,505021093,60988,66557,70603,72017
1841,505021094,75706,81737,90406,93830
1842,505021095,54654,58905,64188,65384
1843,505021096,73394,79861,85415,88589
1844,505021097,63538,67604,71870,74259
1845,505031098,46141,48645,51380,52354
1846,505031099,50082,54984,59030,60334
1847,505031100,54276,59352,62625,64098
1848,505031101,49952,54457,58774,59860
1849,505031102,43075,46018,48604,48121
1850,505031103,55556,60819,65138,66003
1851,505031104,44782,48092,51307,51870
1852,505031105,59229,63735,69376,70263
1853,505031106,na,na,na,na
1854,505031107,55110,60378,64644,65717
1855,505031108,53905,59137,62644,63299
1856,505031255,53338,62758,67996,68321
1857,505031256,56000,56319,62422,67835
1858,505031257,51688,58161,61409,61985
1859,505031258,51617,56498,62698,64874
1860,506011110,44879,48277,51609,52164
1861,506011111,na,na,na,na
1862,506011112,46521,50792,53861,54515
1863,506011113,60688,67304,70430,71578
1864,506011114,49901,53423,56094,56528
1865,506011115,58674,62697,65915,66999
1866,506011116,59278,65213,67407,69725
1867,506011117,49114,53187,56658,57689
1868,506021118,56264,62344,65281,65373
1869,506021119,56177,61270,65241,66187
1870,506021120,76326,64397,60720,80658
1871,506021121,na,na,na,na
1872,506021122,51682,55787,59974,60826
1873,506021123,59178,65144,69839,71303
1874,506031124,45238,48662,51618,52131
1875,506031125,56687,61555,65480,66206
1876,506031126,96637,93521,90679,84009
1877,506031127,46575,49754,52531,53216
1878,506031128,49594,53591,56596,57114
1879,506031129,68140,68624,71099,72417
1880,506031130,76275,70891,76631,78141
1881,506031131,54757,58169,62561,63067
1882,506041132,45612,49176,51754,52185
1883,506041133,56928,61798,65555,65194
1884,506041134,45624,49536,52602,52418
1885,506041135,53664,59547,63953,64180
1886,506041136,47986,50994,53884,55485
1887,506041137,49186,52993,55593,56274
1888,506051138,53902,58588,62469,62716
1889,506051139,53716,58712,62380,63232
1890,506051140,61481,66089,70546,71101
1891,506051141,59387,63806,66757,67777
1892,506061142,56584,62752,66384,67352
1893,506061143,57306,64509,67604,68017
1894,506061144,54702,61279,67174,66496
1895,506071145,62811,68772,73699,77140
1896,506071146,66003,71031,75486,76942
1897,506071147,81148,88356,93594,98027
1898,507011148,61450,66562,70997,72264
1899,507011150,83252,110525,107407,105592
1900,507011151,na,na,na,na
1901,507011152,59521,65667,70404,72491
1902,507011153,52761,57373,61169,61727
1903,507011154,50135,53943,58080,58192
1904,507011155,144641,89121,113787,119522
1905,507011158,93223,109468,123304,120500
1906,507011159,53192,57435,60486,61557
1907,507011160,51127,55379,59286,60629
1908,507011161,58474,64379,69053,70468
1909,507011163,53100,58189,61495,62370
1910,507011259,57714,62753,67217,68939
1911,507011260,65431,69338,76557,76672
1912,507021164,77259,83364,90275,92433
1913,507021165,69523,74102,81097,83082
1914,507021166,57327,63760,69795,70956
1915,507021167,77835,67847,56144,61770
1916,507031169,56394,61163,65156,65827
1917,507031170,46886,51230,54412,55322
1918,507031172,47213,44292,45815,53921
1919,507031173,100446,93863,103253,103878
1920,507031174,48639,52955,55508,56516
1921,507031261,60300,65475,73497,72043
1922,507041175,89550,95153,103864,109495
1923,507041176,58355,63517,68361,70415
1924,507041177,65897,70611,76685,78461
1925,507041178,73121,78461,84295,86685
1926,507041179,57028,60558,67680,64603
1927,507041180,61054,66576,70284,68990
1928,507041181,74182,79992,88464,90160
1929,507041182,54133,56941,61633,62341
1930,507041183,54456,61292,64410,63362
1931,507041184,60031,66210,70945,74167
1932,507051185,60485,66411,71295,72862
1933,507051186,49982,55089,57960,58315
1934,507051187,56413,61921,66602,67865
1935,507051188,53197,58076,62387,62973
1936,507051189,na,na,na,na
1937,507051190,53025,57201,62238,64437
1938,507051191,61887,68358,74318,76148
1939,507051192,54754,59788,64148,65191
1940,507051193,52823,57667,61432,63567
1941,509011225,45993,48553,51581,54089
1942,509011226,40399,44468,44787,50070
1943,509011227,45404,49193,51409,53544
1944,509011228,37981,41920,44434,46108
1945,509011229,42174,50787,52755,73155
1946,509011230,40655,44579,49043,53664
1947,509011231,39111,43011,44856,50961
1948,509011232,43774,46828,50084,51713
1949,509011233,41205,45781,47942,48901
1950,509011234,38659,41654,40216,44739
1951,509011235,na,na,na,na
1952,509021236,49791,54486,61212,64130
1953,509021237,42431,47387,53522,66248
1954,509021238,46902,46888,58843,63876
1955,509021239,45356,49679,52601,56820
1956,509021240,45131,48080,49774,67798
1957,509021241,52422,48798,63353,64691
1958,509021242,44023,42406,55326,59650
1959,509021243,48453,52632,56994,59139
1960,509021244,49110,54932,57135,58768
1961,509021245,41628,47424,52770,56613
1962,509031246,41061,46878,53827,62108
1963,509031247,35875,41087,52387,75474
1964,509031248,61043,67242,69185,71273
1965,509031249,46759,50139,52308,56216
1966,509031250,39205,46437,49245,56954
1967,510011262,55536,60648,63376,64921
1968,510011263,48266,53240,56501,57530
1969,510011264,42230,44855,48718,51389
1970,510011265,56637,61064,63496,66021
1971,510011266,49802,49869,57417,50313
1972,510021267,55403,66896,70205,70730
1973,510021268,79964,88599,93529,94009
1974,510021269,87722,91583,102560,104265
1975,510021270,75636,80608,87237,88034
1976,510031271,78931,90204,95272,100601
1977,510031272,86105,90921,96194,95528
1978,510031273,77650,87690,92233,94037
1979,511011274,49045,52159,55791,59087
1980,511011275,53973,46103,59655,79082
1981,511021276,48919,53575,53409,54507
1982,511021277,50575,56621,59542,61015
1983,511031278,60605,64992,68398,68484
1984,511031279,65703,70107,74383,74138
1985,511031280,69643,75211,80015,81247
1986,511031281,na,na,na,na
1987,511031282,66482,71589,74937,73385
1988,511031283,58096,64242,66054,62075
1989,511031284,na,na,na,na
1990,511041285,51507,56412,59876,60092
1991,511041286,50742,55924,59605,58772
1992,511041287,55847,61475,64685,71710
1993,511041288,59621,62307,67809,67822
1994,511041289,53013,58280,64436,68577
1995,511041290,45118,49654,51176,50463
1996,511041291,55605,54283,68549,60595
1997,511041292,50276,51366,59046,54310
1998,597979799,na,na,na,na
1999,599999499,na,na,na,na
2000,601011001,35644,35835,38136,38600
2001,601011002,44620,45167,46756,48039
2002,601011003,47582,50190,51073,51545
2003,601021004,52217,51719,54923,55162
2004,601021005,51239,54575,56516,57945
2005,601021006,47951,48881,50031,51949
2006,601021007,49233,50357,53001,54626
2007,601021008,49168,49454,51877,52813
2008,601021009,39980,42201,43467,44205
2009,601021010,36563,39364,39498,40703
2010,601021011,38365,40750,41919,43273
2011,601021012,48742,50294,53017,53871
2012,601031013,46522,47261,50048,49575
2013,601031014,41006,42537,43667,45557
2014,601031015,40342,41885,44661,44959
2015,601031016,42374,44910,43822,45260
2016,601031017,38825,39522,40823,42184
2017,601031018,43509,45470,46309,47953
2018,601031019,40882,42291,43790,45153
2019,601031020,39862,40917,42735,44520
2020,601031021,42233,44530,45966,46025
2021,601041022,45805,48285,49946,51335
2022,601041023,49223,51178,53462,55861
2023,601041024,45871,48493,50010,50578
2024,601041025,na,na,na,na
2025,601041026,53564,58047,60274,62544
2026,601051027,60166,61697,62697,65332
2027,601051028,51565,54447,56772,58695
2028,601051029,57317,57205,59663,61503
2029,601051030,50562,52746,54760,56550
2030,601051031,63088,65306,68605,70462
2031,601051032,50908,53222,56681,58816
2032,601051033,54363,56489,58947,63140
2033,601061034,41373,42254,43341,44479
2034,601061035,42279,43923,45701,46606
2035,602011036,36902,39108,41183,42247
2036,602011037,44244,44269,45780,47047
2037,602011038,57106,59988,65077,65982
2038,602011039,45076,45393,47860,50252
2039,602011040,34518,34949,36582,37658
2040,602011041,37344,38261,39871,40573
2041,602011042,54448,56995,60519,63001
2042,602011043,47683,49284,52319,53432
2043,602011044,46585,48027,50996,52797
2044,602011045,32530,34474,35133,35795
2045,602011046,48861,50213,52319,52947
2046,602011047,43482,44945,46273,47914
2047,602011048,41330,43219,44180,45849
2048,602011049,48815,52000,54571,56044
2049,602011050,39143,40967,42219,43195
2050,602011051,47180,50015,52746,54324
2051,602011052,45700,48570,50607,52396
2052,602021053,40713,42175,43333,44359
2053,602021054,35802,38693,38408,41120
2054,602021055,43116,45077,45087,46362
2055,602021056,42749,44753,45965,47812
2056,602021057,39381,41441,43744,45728
2057,602031058,44216,45976,47267,50314
2058,602031059,43076,44696,46433,48312
2059,602031060,41828,45919,44779,46449
2060,602031061,41052,43096,45388,43025
2061,602031062,44930,46401,48694,49016
2062,602031064,35222,38062,38796,39070
2063,602031099,38928,40945,40414,41697
2064,602031100,36808,39393,39296,41686
2065,603011065,36909,37706,36650,39571
2066,603011066,39903,41790,44825,45857
2067,603011067,40042,40980,41026,43515
2068,603011068,na,na,na,na
2069,603021069,36743,40295,44254,44194
2070,603021070,35499,36111,37114,40815
2071,603021071,36448,36399,38215,41444
2072,603021072,40723,42191,44277,46277
2073,603031073,33881,36059,36532,38062
2074,603031074,36507,37412,37478,40803
2075,604011075,37736,40423,41234,42585
2076,604011076,40671,42896,44439,46406
2077,604011077,43204,45707,47638,48276
2078,604011078,50249,50273,53126,54521
2079,604011079,44836,46824,49775,50537
2080,604011080,46005,47286,50407,50196
2081,604011081,42020,45873,46934,49581
2082,604011082,40516,41883,44585,44416
2083,604011083,41280,43750,46205,47270
2084,604011084,42629,44969,46655,47856
2085,604021085,41220,42142,43706,45399
2086,604021086,39973,41505,42478,45142
2087,604021087,41981,43679,46635,47113
2088,604021088,46674,46380,48269,50563
2089,604021089,42979,45716,49027,49100
2090,604021090,44641,44650,47087,48201
2091,604021091,37026,39265,40014,42955
2092,604021092,43229,46472,47977,49221
2093,604031093,43620,44522,42416,46189
2094,604031094,38726,40949,38140,45175
2095,604031095,42230,44230,45212,48041
2096,604031096,42245,46522,46082,48341
2097,604031097,52691,57250,60358,58939
2098,604031098,na,na,na,na
2099,697979799,na,na,na,na
2100,699999499,na,na,na,na
2101,701011001,na,na,na,na
2102,701011002,52166,55824,60002,65499
2103,701011003,na,na,na,na
2104,701011004,74092,81417,84971,84491
2105,701011005,67934,71226,77409,78265
2106,701011006,58193,62114,66294,66830
2107,701011007,66976,71296,75753,89151
2108,701011008,55999,61514,64553,67604
2109,701011009,57528,61487,64605,67132
2110,701021010,52560,57024,58812,60145
2111,701021011,55052,60905,63054,65534
2112,701021012,58023,64016,73135,80647
2113,701021013,61946,63893,65288,66999
2114,701021014,na,na,na,na
2115,701021015,na,na,na,na
2116,701021016,53380,57997,62161,64896
2117,701021017,na,na,na,na
2118,701021018,55156,60037,65134,65400
2119,701021019,50840,54184,57559,59893
2120,701021020,59726,62644,65275,68101
2121,701021021,59176,66848,71986,76149
2122,701021022,57331,60519,64020,67500
2123,701021023,53144,55445,58983,61196
2124,701021024,52653,56609,60422,61346
2125,701021025,61916,67474,71724,74500
2126,701021026,57191,61554,64491,68455
2127,701021027,58165,61906,66840,65501
2128,701021028,49732,52139,54999,57024
2129,701021029,56993,62099,63205,66007
2130,701021030,56207,59471,62978,65280
2131,701031031,58772,64087,69309,72095
2132,701031032,57126,62564,66569,70321
2133,701031033,na,na,na,na
2134,701031034,58309,62322,68169,70925
2135,701031035,50277,54674,60505,64165
2136,701041036,55087,60825,63831,67072
2137,701041037,54540,59951,61195,63729
2138,701041038,60923,66253,70778,76037
2139,701041039,49319,54452,58161,59636
2140,701041040,48928,53372,58015,61330
2141,701041041,59020,64584,68478,71453
2142,701041042,na,60274,66668,69278
2143,701041043,59045,64841,68950,74250
2144,701041044,53620,58972,62685,66569
2145,702011045,47170,48132,50173,52225
2146,702011046,55661,57328,59524,60950
2147,702011047,51508,53925,55392,57265
2148,702011048,56301,59547,62121,64260
2149,702011049,58658,60317,63335,65145
2150,702011050,37982,41456,42633,42102
2151,702011051,59960,62940,64296,68675
2152,702011052,32418,32090,34385,40256
2153,702011053,40235,40646,43037,45559
2154,702011054,32743,35464,38528,42236
2155,702021055,28457,40625,39774,40717
2156,702021056,49325,50617,53292,55193
2157,702031057,51206,57015,59425,58517
2158,702031058,41670,44193,45176,47887
2159,702031059,28837,30958,34947,39616
2160,702031060,30832,35587,38682,40419
2161,702031061,na,na,na,na
2162,702041062,72613,76838,80977,84464
2163,702041063,32712,37562,40231,36550
2164,702041064,66988,72140,77918,80660
2165,702051065,42593,43898,40220,51122
2166,702051066,39277,41610,49833,51713
2167,702051067,52764,55692,58344,59682
2168,702051068,33550,36771,36583,40016
2169,797979799,na,na,na,na
2170,799999499,na,na,na,na
2171,801011001,70881,70941,74788,77439
2172,801011002,51947,54918,56125,55767
2173,801011003,59165,62316,64391,66156
2174,801011004,49008,51159,54165,55658
2175,801011005,64058,67224,68912,69855
2176,801011006,57705,60571,62142,63633
2177,801011007,59006,61778,64034,66427
2178,801011008,56159,58758,61078,63224
2179,801011009,59240,61237,63458,64942
2180,801011010,59857,62575,65007,65260
2181,801011011,57062,59838,62859,62937
2182,801011012,na,na,na,na
2183,801011013,70224,71139,74802,83302
2184,801011014,52966,55860,58214,59615
2185,801011015,53143,54992,57008,57860
2186,801011016,56385,59163,61231,63211
2187,801011017,53160,55618,57965,58958
2188,801011018,na,na,na,na
2189,801011019,55303,58581,60761,61202
2190,801011020,56970,58223,62369,62206
2191,801011021,60492,63760,65724,66626
2192,801011022,57760,59865,63167,63211
2193,801011023,49850,52896,55490,56577
2194,801011024,51762,55225,58005,58812
2195,801011025,56419,58678,61770,61139
2196,801011026,70374,72763,75107,78237
2197,801011111,na,na,na,na
2198,801011112,na,na,na,na
2199,801031031,51685,67707,61660,46590
2200,801031032,na,na,na,na
2201,801031113,45757,47752,49065,51627
2202,801031114,62852,71499,73701,81408
2203,801031115,70793,97342,77391,107437
2204,801041034,62770,66027,69210,69562
2205,801041035,58443,60240,62859,63314
2206,801041036,59198,62622,66034,66837
2207,801041037,64819,65024,68703,71146
2208,801041038,70558,72478,74692,77257
2209,801041039,60863,62828,63699,65399
2210,801041040,54525,57470,59971,61301
2211,801041043,62783,64458,63687,80086
2212,801041044,63157,66619,66846,67512
2213,801041045,54351,53759,60305,72040
2214,801041046,57318,59807,62678,62741
2215,801041047,68537,72345,73968,77401
2216,801041048,57860,60042,61861,64318
2217,801041116,na,na,na,na
2218,801041117,na,na,na,na
2219,801041118,na,na,na,56516
2220,801041119,na,na,na,na
2221,801041120,na,na,na,na
2222,801041121,na,na,na,na
2223,801041122,na,na,na,na
2224,801051049,16334,19165,16388,21145
2225,801051050,68563,73159,75439,77842
2226,801051051,57784,60235,62862,64718
2227,801051053,64509,63458,67511,72981
2228,801051054,54992,59355,61898,63841
2229,801051055,56373,57915,62508,62664
2230,801051056,64620,68383,72076,73782
2231,801051057,60489,62941,66061,67642
2232,801051058,68796,72486,74931,78747
2233,801051060,67044,70484,72360,77300
2234,801051061,62125,65430,66601,68077
2235,801051123,na,na,na,na
2236,801051124,69572,72613,74838,79661
2237,801051125,63372,61696,65525,65576
2238,801051126,na,na,na,na
2239,801051127,72144,75359,85338,87164
2240,801051128,na,na,na,na
2241,801061062,96439,97363,117727,106797
2242,801061063,118960,126509,127875,132454
2243,801061064,86696,92618,94101,98442
2244,801061066,na,na,na,na
2245,801061067,68908,71230,75463,79305
2246,801061068,na,na,na,na
2247,801061069,101412,98691,104024,113145
2248,801061070,89725,93685,95791,102382
2249,801061129,94719,89735,92056,92783
2250,801061130,65342,56561,66616,57821
2251,801061131,87973,89148,94989,96622
2252,801071071,56334,59407,62320,62939
2253,801071072,58906,60914,63862,64835
2254,801071073,60278,63431,65734,67413
2255,801071074,56582,58680,61653,62428
2256,801071075,58900,61139,64528,65504
2257,801071076,69030,72404,76898,77154
2258,801071077,57059,60273,60972,62574
2259,801071078,58914,61414,62931,64519
2260,801071079,61241,64830,68408,67501
2261,801071080,60861,62584,62895,63618
2262,801071081,56329,57663,59554,58960
2263,801071082,60123,62207,64406,64777
2264,801071083,68057,70497,70784,71310
2265,801071084,59055,61199,63482,64889
2266,801071085,na,na,na,na
2267,801071086,58504,63508,63924,65218
2268,801071087,52293,53841,55941,57942
2269,801071088,57170,59345,61815,64362
2270,801071089,na,na,na,na
2271,801071090,58755,61617,64362,63849
2272,801071132,na,na,na,na
2273,801081091,74733,80253,81609,86200
2274,801081092,65618,68609,70729,72759
2275,801081093,59811,60356,64442,66394
2276,801081094,60939,63922,65742,67628
